Nom de la commune adhérente,Somme de DPT de la commune,Somme de Code INSEE de la commune adhérente,Somme de Tarif zone tarifaire 1
Les Halles,69,69098,3.9
Les Sauvages,69,69174,3.37
Létra,69,69113,3.44
Limas,69,69115,2.58
Limonest,69,69116,1.99
Lissieu,69,69117,1.99
Longes,69,69119,3.9
Longessaigne,69,69120,3.9
Lozanne,69,69121,3.4
Lucenay,69,69122,2.92
Lyon,69,69123,1.99
Marchampt,69,69124,4.68
Marcilly-d'Azergues,69,69125,3.4
Marcy-l'Étoile,69,69127,1.99
Marennes,69,69281,2.38
Meaux-la-Montagne,69,69130,3.37
Messimy,69,69131,2.68
Meys,69,69132,3.9
Meyzieu,69,69282,1.99
Mions,69,69283,1.99
Moiré,69,69134,3.44
Montanay,69,69284,1.99
Montjean,69,69387,5.3
Montmelas-Saint-Sorlin,69,69137,2.73
Montromant,69,69138,3.9
Montrottier,69,69139,3.9
Morancé,69,69140,3.4
Mornant,69,69141,2.18
Neuville-sur-Saône,69,69143,1.99
Odenas,69,69145,2.73
Orliénas,69,69148,2.18
Oullins,69,69149,1.99
Pierre-Bénite,69,69152,1.99
Poleymieux-au-Mont-d'Or,69,69153,1.99
Pollionnay,69,69154,2.68
Pomeys,69,69155,3.9
Porte des Pierres Dorées,69,69159,3.44
Poule-les-Écharmeaux,69,69160,4.44
Propières,69,69161,6.65
Pusignan,69,69285,2.38
Quincié-en-Beaujolais,69,69162,4.68
Quincieux,69,69163,1.99
Ranchal,69,69164,3.37
Régnié-Durette,69,69165,4.68
Revel,69,69785,4.6
Rillieux-la-Pape,69,69286,1.99
Riverie,69,69166,3.9
Rochetaillée-sur-Saône,69,69168,1.99
Ronno,69,69169,3.37
Sain-Bel,69,69171,3.29
Saint-Agnant-de-Versillat,69,69531,8.91
Saint-André-la-Côte,69,69180,3.9
Saint-Appolinaire,69,69181,3.37
Saint-Bernard,69,69420,5.38
Saint-Bonnet-de-Mure,69,69287,1.97
Saint-Bonnet-des-Bruyères,69,69182,3.21
Saint-Bonnet-le-Troncy,69,69183,3.37
Saint-Clément-de-Vers,69,69186,6.65
Saint-Clément-les-Places,69,69187,3.9
Saint-Clément-sur-Valsonne,69,69188,2.33
Saint-Cyr-au-Mont-d'Or,69,69191,1.99
Saint-Cyr-le-Chatoux,69,69192,2.73
Saint-Didier-au-Mont-d'Or,69,69194,1.99
Saint-Didier-sur-Beaujeu,69,69196,4.68
Sainte-Consorce,69,69190,2.68
Sainte-Foy-l'Argentière,69,69201,3.9
Sainte-Foy-lès-Lyon,69,69202,1.99
Sainte-Paule,69,69230,3.44
Saint-Étienne-des-Oullières,69,69197,2.73
Saint-Étienne-la-Varenne,69,69198,2.73
Saint-Fons,69,69199,1.99
Saint-Forgeux,69,69200,2.33
Saint-Genis-l'Argentière,69,69203,3.9
Saint-Genis-Laval,69,69204,1.99
Saint-Genis-les-Ollières,69,69205,1.99
Saint-Georges-de-Reneins,69,69206,2.73
Saint-Germain-au-Mont-d'Or,69,69207,1.99
Saint-Germain-Nuelles,69,69208,3.4
Saint-Jean-des-Vignes,69,69212,3.4
Saint-Jean-la-Bussière,69,69214,3.37
Saint-Julien-sur-Bibost,69,69216,3.9
Saint-Just-d'Avray,69,69217,3.37
Saint-Lager,69,69218,4.68
Saint-Laurent-d'Agny,69,69219,2.18
Saint-Laurent-de-Chamousset,69,69220,3.9
Saint-Laurent-de-Mure,69,69288,2.16
Saint-Marcel-l'Éclairé,69,69225,2.33
Saint-Martin-en-Haut,69,69227,3.9
Saint-Nizier-d'Azergues,69,69229,5.04
Saint-Pierre-de-Chandieu,69,69289,2.34
Saint-Pierre-la-Palud,69,69231,3.29
Saint-Romain-au-Mont-d'Or,69,69233,1.99
Saint-Romain-de-Popey,69,69234,2.33
Saint-Romain-en-Gier,69,69236,3.9
Saint-Symphorien-d'Ozon,69,69291,2.59
Saint-Symphorien-sur-Coise,69,69238,3.9
Saint-Vincent-de-Reins,69,69240,3.37
Salettes,69,69565,4.92
Salles-Arbuissonnas-en-Beaujolais,69,69172,2.73
Sathonay-Camp,69,69292,1.99
Sathonay-Village,69,69293,1.99
Sérézin-du-Rhône,69,69294,2.59
Simandres,69,69295,2.59
Solaize,69,69296,1.99
Soucieu-en-Jarrest,69,69176,2.68
Sourcieux-les-Mines,69,69177,3.29
Souzy,69,69178,3.9
Taluyers,69,69241,2.18
Taponas,69,69242,4.68
Tarare,69,69243,2.33
Tassin-la-Demi-Lune,69,69244,1.99
Ternand,69,69245,3.44
Theizé,69,69246,3.44
Thizy-les-Bourgs,69,69248,3.37
Thurins,69,69249,2.68
Toussieu,69,69298,1.94
Val d'Oingt,69,69024,3.44
Valsonne,69,69254,2.33
Vaugneray,69,69255,2.68
Vaulx-en-Velin,69,69256,1.99
Vaux-en-Beaujolais,69,69257,2.73
Vauxrenard,69,69258,4.13
Vénissieux,69,69259,1.99
Vernaison,69,69260,1.99
Vernay,69,69261,4.68
Villechenève,69,69263,3.9
Villefranche-sur-Saône,69,69264,2.58
Ville-sur-Jarnioux,69,69265,2.76
Villeurbanne,69,69266,1.99
Vindry-sur-Turdine,69,69157,2.33
Vourles,69,69268,2.18
Yzeron,69,69269,2.68
Altenach,68,68002,2.58
Altkirch,68,68004,2.32
Appenwihr,68,68008,2.19
Aspach-le-Bas,68,68011,1.85
Aspach-Michelbach,68,68012,1.85
Attenschwiller,68,68013,2.06
Aubure,68,68014,2.9
Baldersheim,68,68015,2.25
Balgau,68,68016,1.67
Ballersdorf,68,68017,2.57
Balschwiller,68,68018,2.57
Bantzenheim,68,68020,1.51
Bartenheim,68,68021,2.06
Battenheim,68,68022,2.25
Beblenheim,68,68023,2.47
Bellemagny,68,68024,2.6
Bendorf,68,68025,2.46
Berentzwiller,68,68027,2.46
Bergholtz,68,68029,2.85
Bergholtzzell,68,68030,2.85
Bernwiller,68,68006,2.57
Berrwiller,68,68032,1.92
Bettendorf,68,68033,2.46
Bettlach,68,68034,2.46
Biederthal,68,68035,2.46
Biltzheim,68,68037,2.19
Bischwihr,68,68038,1.77
Bisel,68,68039,2.46
Bitschwiller-lès-Thann,68,68040,1.84
Blotzheim,68,68042,1.72
Bollwiller,68,68043,2.56
Bourbach-le-Bas,68,68045,1.84
Bourbach-le-Haut,68,68046,1.84
Bouxwiller,68,68049,2.46
Bréchaumont,68,68050,2.6
Bretten,68,68052,2.6
Brinckheim,68,68054,2.06
Bruebach,68,68055,2.77
Brunstatt-Didenheim,68,68056,2.08
Buethwiller,68,68057,2.57
Burnhaupt-le-Bas,68,68059,1.85
Burnhaupt-le-Haut,68,68060,1.85
Buschwiller,68,68061,1.72
Carspach,68,68062,2.46
Chalampé,68,68064,1.34
Chavannes-sur-l'Étang,68,68065,2.48
Colmar,68,68066,1.77
Courtavon,68,68067,2.46
Diefmatten,68,68071,2.57
Dietwiller,68,68072,1.65
Dolleren,68,68073,1.8
Durlinsdorf,68,68074,2.46
Durmenach,68,68075,2.46
Eglingen,68,68077,2.57
Eguisheim,68,68078,2.19
Elbach,68,68079,2.48
Emlingen,68,68080,2.46
Ensisheim,68,68082,2.43
Eschbach-au-Val,68,68083,3.95
Eschentzwiller,68,68084,2.08
Eteimbes,68,68085,2.6
Falkwiller,68,68086,2.57
Feldbach,68,68087,2.46
Feldkirch,68,68088,2.11
Fellering,68,68089,3.7
Ferrette,68,68090,2.46
Fessenheim,68,68091,1.67
Fislis,68,68092,2.46
Flaxlanden,68,68093,3.29
Folgensbourg,68,68094,2.06
Fortschwihr,68,68095,1.77
Franken,68,68096,2.46
Friesen,68,68098,2.08
Froeningen,68,68099,3.29
Fulleren,68,68100,3.89
Galfingue,68,68101,3.29
Geishouse,68,68102,3.7
Geispitzen,68,68103,2.06
Gildwiller,68,68105,2.57
Goldbach-Altenbach,68,68106,3.7
Gommersdorf,68,68107,2.84
Griesbach-au-Val,68,68109,2.83
Grussenheim,68,68110,1.88
Guebwiller,68,68112,2.85
Guémar,68,68113,2.72
Guevenatten,68,68114,2.6
Guewenheim,68,68115,1.85
Gundolsheim,68,68116,2.02
Gunsbach,68,68117,2.56
Habsheim,68,68118,2.08
Hagenbach,68,68119,2.57
Hagenthal-le-Bas,68,68120,2.06
Hagenthal-le-Haut,68,68121,2.06
Hartmannswiller,68,68122,2.85
Hattstatt,68,68123,2.19
Hausgauen,68,68124,2.46
Hecken,68,68125,2.57
Hégenheim,68,68126,1.72
Heidwiller,68,68127,3.29
Heimersdorf,68,68128,2.46
Heimsbrunn,68,68129,3.29
Heiwiller,68,68131,2.46
Helfrantzkirch,68,68132,2.06
Hésingue,68,68135,1.72
Hettenschlag,68,68136,2.19
Hirsingue,68,68138,2.46
Hirtzbach,68,68139,2.46
Hirtzfelden,68,68140,1.93
Hochstatt,68,68141,3.29
Hombourg,68,68144,2.11
Horbourg-Wihr,68,68145,1.77
Houssen,68,68146,1.77
Hunawihr,68,68147,2.65
Hundsbach,68,68148,2.46
Huningue,68,68149,1.72
Husseren-les-Châteaux,68,68150,2.19
Husseren-Wesserling,68,68151,3.7
Illfurth,68,68152,3.29
Illhaeusern,68,68153,2.72
Illtal,68,68240,2.46
Illzach,68,68154,2.08
Ingersheim,68,68155,1.77
Issenheim,68,68156,2.85
Jebsheim,68,68157,1.77
Jettingen,68,68158,2.46
Joncels,68,68242,1.71
Jungholtz,68,68159,2.75
Kappelen,68,68160,2.06
Katzenthal,68,68161,3.43
Kaysersberg Vignoble,68,68162,2.46
Kembs,68,68163,2.06
Kiffis,68,68165,2.46
Kingersheim,68,68166,2.49
Knoeringue,68,68168,2.06
Koestlach,68,68169,2.46
Koetzingue,68,68170,2.06
Kruth,68,68171,3.7
Labaroche,68,68173,4.97
Landser,68,68174,2.06
Langon,68,68372,5.2
Lautenbach,68,68177,2.85
Lautenbachzell,68,68178,2.75
Le Bonhomme,68,68044,2.01
Le Haut Soultzbach,68,68219,1.85
Leimbach,68,68180,1.84
Levoncourt,68,68181,2.46
Leymen,68,68182,2.06
Liebenswiller,68,68183,2.06
Liebsdorf,68,68184,2.46
Lièpvre,68,68185,2.11
Ligsdorf,68,68186,2.46
Linsdorf,68,68187,2.46
Linthal,68,68188,2.75
Logelheim,68,68189,2.19
Lucelle,68,68190,2.46
Luemschwiller,68,68191,2.46
Luttenbach-près-Munster,68,68193,2.15
Lutter,68,68194,2.46
Lutterbach,68,68195,2.08
Magstatt-le-Bas,68,68197,2.06
Magstatt-le-Haut,68,68198,2.06
Malmerspach,68,68199,3.7
Manspach,68,68200,2.58
Masevaux-Niederbruck,68,68201,2.07
Mertzen,68,68202,3.89
Merxheim,68,68203,2.9
Metzeral,68,68204,2.59
Michelbach-le-Bas,68,68207,2.06
Michelbach-le-Haut,68,68208,2.06
Mittelwihr,68,68209,2.85
Mitzach,68,68211,3.7
Moernach,68,68212,2.46
Mollau,68,68213,3.7
Montfort,68,68530,5.32
Montreux-Jeune,68,68214,2.34
Montreux-Vieux,68,68215,1.91
Moosch,68,68217,3.7
Morschwiller-le-Bas,68,68218,2.08
Muespach,68,68221,2.46
Muespach-le-Haut,68,68222,2.46
Muhlbach-sur-Munster,68,68223,3.15
Mulhouse,68,68224,2.08
Munchhouse,68,68225,1.93
Muntzenheim,68,68227,1.77
Murbach,68,68229,2.75
Nambsheim,68,68230,1.67
Neuwiller,68,68232,2.06
Niederentzen,68,68234,2.19
Niederhergheim,68,68235,2.19
Niffer,68,68238,2.11
Oberentzen,68,68241,2.19
Oberhergheim,68,68242,2.19
Oberlarg,68,68243,2.46
Obermorschwihr,68,68244,2.19
Obermorschwiller,68,68245,2.46
Oderen,68,68247,3.7
Olmet-et-Villecun,68,68376,5.5
Oltingue,68,68248,2.46
Orschwihr,68,68250,2.85
Ostheim,68,68252,2.24
Ottmarsheim,68,68253,2.11
Pégairolles-de-l'Escalette,68,68392,5.5
Petit-Landau,68,68254,3.13
Pfaffenheim,68,68255,2.03
Pfastatt,68,68256,2.08
Pfetterhouse,68,68257,1.71
Porte du Ried,68,68143,1.77
Poujols,68,68424,5.5
Pulversheim,68,68258,2.76
Raedersdorf,68,68259,2.46
Raedersheim,68,68260,2.84
Rammersmatt,68,68261,1.84
Ranspach,68,68262,3.7
Ranspach-le-Bas,68,68263,2.06
Ranspach-le-Haut,68,68264,2.06
Rantzwiller,68,68265,2.06
Reiningue,68,68267,2.08
Retzwiller,68,68268,2.35
Ribeauvillé,68,68269,1.98
Richwiller,68,68270,2.23
Riedisheim,68,68271,2.08
Riespach,68,68273,2.46
Rimbach-près-Guebwiller,68,68274,2.75
Rimbachzell,68,68276,2.75
Riquewihr,68,68277,2.85
Rixheim,68,68278,2.08
Roderen,68,68279,1.84
Rodern,68,68280,2.27
Roggenhouse,68,68281,1.93
Romagny,68,68282,2.34
Rombach-le-Franc,68,68283,1.7
Roppentzwiller,68,68284,2.46
Rorschwihr,68,68285,2.37
Rosenau,68,68286,2.06
Ruederbach,68,68288,2.46
Ruelisheim,68,68289,2.25
Rustenhart,68,68290,1.93
Saint-Amarin,68,68292,3.7
Saint-Cosme,68,68293,2.6
Sainte-Croix-aux-Mines,68,68294,2.05
Sainte-Croix-en-Plaine,68,68295,1.77
Saint-Étienne-de-Gourgas,68,68502,5.5
Saint-Jean-aux-Bois,68,68961,5.4
Saint-Laurent-des-Bois,68,68774,4.35
Saint-Ulrich,68,68299,3.89
Sausheim,68,68300,2.08
Schlierbach,68,68301,2.06
Schweighouse-Thann,68,68302,1.85
Schwoben,68,68303,2.46
Sentheim,68,68304,1.85
Seppois-le-Bas,68,68305,2.31
Seppois-le-Haut,68,68306,2.31
Sewen,68,68307,2.3
Sierentz,68,68309,2.06
Sondernach,68,68311,3.13
Sondersdorf,68,68312,2.46
Soppe-le-Bas,68,68313,1.85
Soultzbach-les-Bains,68,68316,2.75
Soultz-Haut-Rhin,68,68315,2.75
Soultzmatt,68,68318,3.34
Soumont,68,68612,5.5
Spechbach,68,68320,2.46
Staffelfelden,68,68321,1.99
Steinbach,68,68322,2.94
Steinbrunn-le-Bas,68,68323,1.88
Steinbrunn-le-Haut,68,68324,2.06
Steinsoultz,68,68325,2.46
Sternenberg,68,68326,2.6
Stetten,68,68327,2.06
Storckensohn,68,68328,3.7
Stosswihr,68,68329,2.52
Strueth,68,68330,3.89
Tagolsheim,68,68332,2.46
Tagsdorf,68,68333,2.46
Thann,68,68334,1.84
Thèze,68,68752,4.54
Traubach-le-Bas,68,68336,2.84
Traubach-le-Haut,68,68337,2.84
Ueberstrass,68,68340,1.17
Uffheim,68,68341,2.06
Uffholtz,68,68342,2.94
Ungersheim,68,68343,1.97
Urbès,68,68344,3.7
Valdieu-Lutran,68,68192,2.34
Vieux-Ferrette,68,68347,2.46
Vieux-Thann,68,68348,1.84
Village-Neuf,68,68349,1.72
Voegtlinshoffen,68,68350,2.19
Wahlbach,68,68353,2.06
Walbach,68,68354,1.77
Waldighofen,68,68355,2.46
Walheim,68,68356,2.46
Waltenheim,68,68357,2.06
Wasserbourg,68,68358,2.72
Wattwiller,68,68359,2.94
Wegscheid,68,68361,2.58
Wentzwiller,68,68362,2.06
Werentzhouse,68,68363,2.46
Wettolsheim,68,68365,1.77
Wickerschwihr,68,68366,1.77
Wihr-au-Val,68,68368,2.05
Wildenstein,68,68370,3.7
Willer,68,68371,2.46
Willer-sur-Thur,68,68372,1.84
Winkel,68,68373,2.46
Wintzenheim,68,68374,1.77
Wittelsheim,68,68375,2.34
Wittersdorf,68,68377,2.46
Wolfersdorf,68,68378,2.84
Wolschwiller,68,68380,2.46
Wuenheim,68,68381,2.85
Zaessingue,68,68382,2.06
Zellenberg,68,68383,3.75
Zillisheim,68,68384,3.29
Zimmerbach,68,68385,1.77
Zimmersheim,68,68386,2.08
Achenheim,67,67001,1.6
Adamswiller,67,67002,3.01
Albé,67,67003,2.43
Alteckendorf,67,67005,2.22
Altenheim,67,67006,2.29
Altorf,67,67008,2.23
Altwiller,67,67009,2.51
Andlau,67,67010,2.03
Artolsheim,67,67011,1.88
Aschbach,67,67012,2.05
Asswiller,67,67013,3.01
Avolsheim,67,67016,2.23
Baerendorf,67,67017,3.01
Balbronn,67,67018,2.37
Baldenheim,67,67019,1.9
Barr,67,67021,2.45
Bassemberg,67,67022,2.43
Batzendorf,67,67023,2.22
Beinheim,67,67025,1.89
Bellefosse,67,67026,2.7
Benfeld,67,67028,2.23
Berg,67,67029,3.01
Bergbieten,67,67030,2.37
Bernardswiller,67,67031,2.42
Bernardvillé,67,67032,3.57
Bernolsheim,67,67033,2.22
Berstett,67,67034,2.33
Berstheim,67,67035,2.22
Betschdorf,67,67339,2.61
Bettwiller,67,67036,3.01
Biblisheim,67,67037,2.6
Bietlenheim,67,67038,1.81
Bilwisheim,67,67039,2.22
Bindernheim,67,67040,1.88
Bischheim,67,67043,1.6
Bischholtz,67,67044,2.38
Bischoffsheim,67,67045,2.4
Bischwiller,67,67046,2.01
Bissert,67,67047,2.28
Bitschhoffen,67,67048,2.38
Blaesheim,67,67049,1.6
Blienschwiller,67,67051,3.57
Boersch,67,67052,2.12
Boesenbiesen,67,67053,1.88
Bolsenheim,67,67054,2.23
Boofzheim,67,67055,2.12
Bootzheim,67,67056,1.88
Bosselshausen,67,67057,2.22
Bossendorf,67,67058,2.22
Bourg-Bruche,67,67059,2
Bourgheim,67,67060,2.33
Breitenau,67,67062,2.43
Breitenbach,67,67063,2.43
Breuschwickersheim,67,67065,1.6
Brumath,67,67067,1.48
Burbach,67,67070,3.01
Bust,67,67071,2.23
Buswiller,67,67068,2.22
Butten,67,67072,2.13
Cleebourg,67,67074,2.81
Climbach,67,67075,2.81
Colroy-la-Roche,67,67076,1.54
Cosswiller,67,67077,2.33
Crastatt,67,67078,2.29
Croettwiller,67,67079,2.07
Dachstein,67,67080,2.23
Dahlenheim,67,67081,2.37
Dalhunden,67,67082,1.87
Dambach,67,67083,1.8
Dambach-la-Ville,67,67084,3.57
Dangolsheim,67,67085,2.37
Daubensand,67,67086,2.12
Dauendorf,67,67087,2.22
Dettwiller,67,67089,2.29
Diebolsheim,67,67090,2.12
Diedendorf,67,67091,2.51
Dieffenbach-au-Val,67,67092,2.43
Dieffenbach-lès-Woerth,67,67093,2.6
Dieffenthal,67,67094,3.57
Diemeringen,67,67095,2.13
Dimbsthal,67,67096,2.29
Dingsheim,67,67097,2.33
Dinsheim-sur-Bruche,67,67098,2.23
Domfessel,67,67099,2.21
Donnenheim,67,67100,2.22
Dorlisheim,67,67101,2.23
Dossenheim-Kochersberg,67,67102,2.33
Dossenheim-sur-Zinsel,67,67103,2.29
Drachenbronn-Birlenbach,67,67104,2.96
Drulingen,67,67105,3.01
Drusenheim,67,67106,2.31
Duntzenheim,67,67107,2.22
Durningen,67,67109,2.33
Durrenbach,67,67110,2.6
Durstel,67,67111,3.01
Eberbach-Seltz,67,67113,2.07
Ebersheim,67,67115,3.57
Ebersmunster,67,67116,3.57
Eckartswiller,67,67117,2.29
Eckbolsheim,67,67118,1.6
Eckwersheim,67,67119,1.6
Eichhoffen,67,67120,2.33
Elsenheim,67,67121,1.88
Engwiller,67,67123,2.38
Entzheim,67,67124,1.6
Epfig,67,67125,3.57
Ergersheim,67,67127,2.23
Ernolsheim-lès-Saverne,67,67129,2.29
Erstein,67,67130,1.79
Eschau,67,67131,1.6
Eschbach,67,67132,2.6
Eschbourg,67,67133,2.23
Eschwiller,67,67134,3.01
Ettendorf,67,67135,2.22
Eywiller,67,67136,3.01
Fegersheim,67,67137,1.6
Fessenheim-le-Bas,67,67138,2.33
Flexbourg,67,67139,2.37
Forstfeld,67,67140,1.89
Forstheim,67,67141,2.6
Fort-Louis,67,67142,1.89
Fouchy,67,67143,2.43
Friedolsheim,67,67145,2.22
Friesenheim,67,67146,2.12
Froeschwiller,67,67147,2.6
Frohmuhl,67,67148,2.07
Furchhausen,67,67149,2.29
Furdenheim,67,67150,2.33
Gambsheim,67,67151,1.82
Geispolsheim,67,67152,1.6
Geiswiller-Zœbersdorf,67,67153,2.22
Gerstheim,67,67154,2.12
Gertwiller,67,67155,2.33
Geudertheim,67,67156,1.81
Goerlingen,67,67159,3.01
Goersdorf,67,67160,2.6
Gottenhouse,67,67161,2.29
Gottesheim,67,67162,2.22
Gougenheim,67,67163,2.33
Goxwiller,67,67164,2.33
Grassendorf,67,67166,2.22
Grendelbruch,67,67167,1.98
Gresswiller,67,67168,2.23
Griesheim-près-Molsheim,67,67172,2.1
Griesheim-sur-Souffel,67,67173,2.33
Gumbrechtshoffen,67,67174,3.2
Gungwiller,67,67178,3.01
Gunstett,67,67177,2.6
Haegen,67,67179,2.29
Haguenau,67,67180,2.01
Handschuheim,67,67181,2.33
Hangenbieten,67,67182,1.6
Hargnies,67,67497,4.69
Harskirchen,67,67183,2.28
Hatten,67,67184,2.05
Hattmatt,67,67185,2.29
Hegeney,67,67186,2.6
Heidolsheim,67,67187,1.88
Heiligenberg,67,67188,2.23
Heiligenstein,67,67189,2.33
Hengwiller,67,67190,2.29
Herbitzheim,67,67191,2.64
Herbsheim,67,67192,2.23
Herrlisheim,67,67194,2
Hessenheim,67,67195,1.88
Hilsenheim,67,67196,1.88
Hindisheim,67,67197,1.79
Hinsbourg,67,67198,2.07
Hinsingen,67,67199,2.51
Hipsheim,67,67200,1.79
Hirschland,67,67201,3.01
Hochfelden,67,67202,2.22
Hochstett,67,67203,2.22
Hoenheim,67,67204,1.6
Hoerdt,67,67205,1.81
Hohengoeft,67,67208,2.33
Hohfrankenheim,67,67209,2.22
Holtzheim,67,67212,1.6
Hunspach,67,67213,2.81
Hurtigheim,67,67214,2.33
Huttendorf,67,67215,2.22
Huttenheim,67,67216,2.23
Ichtratzheim,67,67217,1.79
Illkirch-Graffenstaden,67,67218,1.6
Ingenheim,67,67220,2.22
Ingolsheim,67,67221,2.81
Ingwiller,67,67222,1.65
Innenheim,67,67223,2.42
Issenhausen,67,67225,2.22
Ittenheim,67,67226,2.33
Itterswiller,67,67227,3.57
Jetterswiller,67,67229,2.29
Kaltenhouse,67,67230,2.01
Kauffenheim,67,67231,1.89
Keffenach,67,67232,2.61
Kertzfeld,67,67233,2.23
Keskastel,67,67234,2.64
Kesseldorf,67,67235,1.89
Kienheim,67,67236,2.33
Kilstett,67,67237,1.82
Kindwiller,67,67238,2.38
Kirchheim,67,67240,2.37
Kirrberg,67,67241,3.01
Kirrwiller,67,67242,2.22
Kleingoeft,67,67244,2.29
Knoersheim,67,67245,2.29
Kogenheim,67,67246,2.23
Kolbsheim,67,67247,1.6
Krautergersheim,67,67248,2.42
Krautwiller,67,67249,2.22
Kriegsheim,67,67250,2.22
Kurtzenhouse,67,67252,1.81
Kuttolsheim,67,67253,2.33
La Broque,67,67066,2.46
La Petite-Pierre,67,67371,2.61
La Vancelle,67,67505,3.57
La Wantzenau,67,67519,1.6
Lalaye,67,67255,2.43
Lampertheim,67,67256,1.6
Lampertsloch,67,67257,2.6
Landersheim,67,67258,2.33
Langensoultzbach,67,67259,2.45
Laroque,67,67359,4.890000000000001
Laubach,67,67260,2.6
Lauterbourg,67,67261,2.07
Le Hohwald,67,67210,1.61
Lembach,67,67263,2.4
Leutenheim,67,67264,1.89
Lichtenberg,67,67265,2.07
Limersheim,67,67266,1.79
Lingolsheim,67,67267,1.6
Lipsheim,67,67268,1.6
Littenheim,67,67269,2.29
Lixhausen,67,67270,2.22
Lobsann,67,67271,2.47
Lochwiller,67,67272,2.29
Lohr,67,67273,3.01
Lorentzen,67,67274,2.13
Lupstein,67,67275,2.29
Lutzelhouse,67,67276,1.83
Mackenheim,67,67277,1.88
Mackwiller,67,67278,2.13
Maennolsheim,67,67279,2.29
Maisonsgoutte,67,67280,2.43
Marckolsheim,67,67281,1.88
Marlenheim,67,67282,2.37
Marmoutier,67,67283,2.29
Matzenheim,67,67285,2.23
Meistratzheim,67,67286,2.42
Melsheim,67,67287,2.22
Memmelshoffen,67,67288,2.61
Menchhoffen,67,67289,2.33
Mertzwiller,67,67291,3.2
Mietesheim,67,67292,3.2
Minversheim,67,67293,2.22
Mittelbergheim,67,67295,2.33
Mittelhausbergen,67,67296,1.6
Mittelschaeffolsheim,67,67298,2.33
Mollkirch,67,67299,3.22
Molsheim,67,67300,2.23
Mommenheim,67,67301,2.22
Monswiller,67,67302,2.29
Morsbronn-les-Bains,67,67303,2.6
Morschwiller,67,67304,2.22
Mothern,67,67305,2.07
Moussey,67,67748,4.26
Muhlbach-sur-Bruche,67,67306,1.6
Mulhausen,67,67307,2.38
Munchhausen,67,67308,2.07
Mundolsheim,67,67309,1.6
Mussig,67,67310,1.9
Muttersholtz,67,67311,1.88
Mutzenhouse,67,67312,2.22
Mutzig,67,67313,2.23
Natzwiller,67,67314,2.13
Neewiller-près-Lauterbourg,67,67315,2.07
Neubois,67,67317,2.43
Neugartheim-Ittlenheim,67,67228,2.33
Neuhaeusel,67,67319,1.89
Neuve-Église,67,67320,2.43
Neuviller-la-Roche,67,67321,2.03
Neuwiller-lès-Saverne,67,67322,2.29
Niederbronn-les-Bains,67,67324,2.55
Niederhaslach,67,67325,2.23
Niederhausbergen,67,67326,1.6
Niederlauterbach,67,67327,2.07
Niedermodern,67,67328,2.33
Niedernai,67,67329,2.42
Niederroedern,67,67330,2.05
Niederschaeffolsheim,67,67331,2.22
Niedersoultzbach,67,67333,2.33
Niedersteinbach,67,67334,2.85
Nordheim,67,67335,2.37
Nordhouse,67,67336,1.79
Nothalten,67,67337,3.57
Obenheim,67,67338,2.12
Oberbronn,67,67340,3
Oberdorf-Spachbach,67,67341,2.6
Oberhaslach,67,67342,2.23
Oberhausbergen,67,67343,1.6
Oberhoffen-lès-Wissembourg,67,67344,2.81
Oberhoffen-sur-Moder,67,67345,2.01
Oberlauterbach,67,67346,2.07
Obermodern-Zutzendorf,67,67347,2.33
Obernai,67,67348,2.42
Oberroedern,67,67349,2.05
Oberschaeffolsheim,67,67350,1.6
Obersoultzbach,67,67352,2.33
Obersteinbach,67,67353,2.41
Odratzheim,67,67354,2.37
Offendorf,67,67356,2
Offwiller,67,67358,2.38
Ohnenheim,67,67360,1.88
Olwisheim,67,67361,2.33
Orschwiller,67,67362,2.08
Osthoffen,67,67363,1.6
Osthouse,67,67364,2.23
Ostwald,67,67365,1.6
Ottersthal,67,67366,2.29
Otterswiller,67,67367,2.29
Ottrott,67,67368,1.99
Ottwiller,67,67369,3.01
Parnay,67,67412,6.31
Petersbach,67,67370,3.01
Pfalzweyer,67,67373,2.23
Pfulgriesheim,67,67375,2.33
Plaine,67,67377,2.09
Plobsheim,67,67378,1.6
Preuschdorf,67,67379,2.6
Printzheim,67,67380,2.22
Puberg,67,67381,2.07
Quatzenheim,67,67382,2.33
Rangen,67,67383,2.33
Ratzwiller,67,67385,2.13
Rauwiller,67,67386,2.23
Reichsfeld,67,67387,3.57
Reichshoffen,67,67388,3.2
Reichstett,67,67389,1.6
Reinhardsmunster,67,67391,2.29
Reipertswiller,67,67392,2.07
Retschwiller,67,67394,2.61
Reutenbourg,67,67395,2.29
Rexingen,67,67396,3.01
Rhinau,67,67397,2.12
Richtolsheim,67,67398,1.88
Riedseltz,67,67400,2.81
Rimsdorf,67,67401,3.01
Ringendorf,67,67403,2.22
Rittershoffen,67,67404,2.05
Roeschwoog,67,67405,1.89
Rohr,67,67406,2.33
Romanswiller,67,67408,2.33
Roppenheim,67,67409,1.89
Rosenwiller,67,67410,2.24
Rosheim,67,67411,2.16
Rossfeld,67,67412,2.23
Rosteig,67,67413,2.07
Rothau,67,67414,2.01
Rothbach,67,67415,2.38
Rott,67,67416,2.81
Rottelsheim,67,67417,2.22
Rountzenheim-Auenheim,67,67418,1.89
Russ,67,67420,1.83
Saales,67,67421,1.37
Saasenheim,67,67422,1.88
Saessolsheim,67,67423,2.22
