Nom de la commune adhérente,Somme de DPT de la commune,Somme de Code INSEE de la commune adhérente,Somme de Tarif zone tarifaire 1
Dolmayrac,47,47081,3.09
Dondas,47,47082,2.29
Doudrac,47,47083,3.09
Douzains,47,47084,3.09
Duras,47,47086,3.09
Engayrac,47,47087,2.29
Escassefort,47,47088,3.09
Esclottes,47,47089,3.09
Espiens,47,47090,2.84
Estillac,47,47091,2.29
Fals,47,47092,2.29
Fargues-sur-Ourbise,47,47093,2.51
Fauguerolles,47,47094,3.09
Fauillet,47,47095,3.09
Ferrensac,47,47096,3.09
Feugarolles,47,47097,2.84
Fieux,47,47098,2.84
Fongrave,47,47099,3.09
Foulayronnes,47,47100,2.29
Fourques-sur-Garonne,47,47101,2.84
Francescas,47,47102,2.84
Fréchou,47,47103,2.84
Frégimont,47,47104,3.09
Frespech,47,47105,3.09
Fumel,47,47106,3.41
Galapian,47,47107,3.09
Gavaudun,47,47109,3.09
Gontaud-de-Nogaret,47,47110,3.09
Granges-sur-Lot,47,47111,3.09
Grateloup-Saint-Gayrand,47,47112,2.93
Grayssas,47,47113,2.83
Grézet-Cavagnan,47,47114,2.84
Guérin,47,47115,2.49
Hautefage-la-Tour,47,47117,3.09
Hautesvignes,47,47118,3.09
Houeillès,47,47119,2.55
Jusix,47,47120,2.51
La Croix-Blanche,47,47075,3.09
La Réunion,47,47222,2.84
La Sauvetat-de-Savères,47,47289,2.29
La Sauvetat-du-Dropt,47,47290,3.09
La Sauvetat-sur-Lède,47,47291,3.09
Labastide-Castel-Amouroux,47,47121,2.84
Labretonie,47,47122,3.09
Lacapelle-Biron,47,47123,3.41
Lacaussade,47,47124,3.09
Lacépède,47,47125,3.09
Lafitte-sur-Lot,47,47127,3.09
Lafox,47,47128,2.29
Lagruère,47,47130,2.51
Lagupie,47,47131,3.09
Lalandusse,47,47132,3.09
Lamontjoie,47,47133,2.84
Lannes,47,47134,2.84
Laparade,47,47135,2.93
Laperche,47,47136,3.09
Laplume,47,47137,2.29
Laroque-Timbaut,47,47138,3.09
Laugnac,47,47140,3.09
Laussou,47,47141,3.09
Lauzun,47,47142,3.09
Lavardac,47,47143,2.73
Layrac,47,47145,2.29
Le Mas-d'Agenais,47,47159,2.51
Le Temple-sur-Lot,47,47306,3.09
Lédat,47,47146,3.09
Lévignac-de-Guyenne,47,47147,3.09
Leyritz-Moncassin,47,47148,2.84
Loubès-Bernac,47,47151,3.09
Lougratte,47,47152,3.09
Lusignan-Petit,47,47154,3.09
Madaillan,47,47155,3.09
Marcellus,47,47156,2.49
Marmont-Pachas,47,47158,2.29
Masquières,47,47160,3.41
Massels,47,47161,3.09
Massoulès,47,47162,3.09
Mauvezin-sur-Gupie,47,47163,3.09
Mazières-Naresse,47,47164,3.09
Meilhan-sur-Garonne,47,47165,2.49
Mézin,47,47167,2.84
Miramont-de-Guyenne,47,47168,3.09
Moirax,47,47169,2.29
Monbahus,47,47170,3.09
Monbalen,47,47171,3.09
Moncaut,47,47172,2.84
Moncrabeau,47,47174,2.84
Monflanquin,47,47175,3.09
Monheurt,47,47177,2.51
Monsempron-Libos,47,47179,3.41
Montagnac-sur-Auvignon,47,47180,2.84
Montagnac-sur-Lède,47,47181,3.09
Montayral,47,47185,3.41
Monteton,47,47187,3.09
Montgaillard-en-Albret,47,47176,2.84
Montignac-de-Lauzun,47,47188,3.09
Montignac-Toupinerie,47,47189,3.09
Montpouillan,47,47191,2.49
Monviel,47,47192,3.09
Moulinet,47,47193,3.09
Moustier,47,47194,3.09
Nérac,47,47195,2.84
Nicole,47,47196,2.72
Nomdieu,47,47197,2.84
Pailloles,47,47198,3.09
Pardaillan,47,47199,3.09
Parranquet,47,47200,3.09
Paulhiac,47,47202,3.09
Penne-d'Agenais,47,47203,3.09
Peyrière,47,47204,3.09
Pindères,47,47205,2.84
Pinel-Hauterive,47,47206,3.09
Pompiey,47,47207,2.84
Pompogne,47,47208,2.84
Pont-du-Casse,47,47209,2.29
Port-Sainte-Marie,47,47210,3.09
Poudenas,47,47211,2.84
Poussignac,47,47212,2.49
Prayssas,47,47213,3.09
Puch-d'Agenais,47,47214,2.84
Puymiclan,47,47216,3.09
Puymirol,47,47217,2.29
Puysserampion,47,47218,3.09
Rayet,47,47219,3.09
Razimet,47,47220,2.51
Réaup-Lisse,47,47221,2.84
Romestaing,47,47224,2.49
Roumagne,47,47226,3.09
Saint-Antoine-de-Ficalba,47,47228,3.09
Saint-Barthélemy-d'Agenais,47,47232,3.09
Saint-Caprais-de-Lerm,47,47234,2.29
Saint-Colomb-de-Lauzun,47,47235,3.09
Sainte-Bazeille,47,47233,3.09
Sainte-Colombe-de-Duras,47,47236,3.09
Sainte-Colombe-de-Villeneuve,47,47237,3.09
Sainte-Colombe-en-Bruilhois,47,47238,2.29
Sainte-Gemme-Martaillac,47,47244,2.84
Sainte-Livrade-sur-Lot,47,47252,3.09
Sainte-Maure-de-Peyriac,47,47258,2.84
Saint-Étienne-de-Fougères,47,47239,3.09
Saint-Étienne-de-Villeréal,47,47240,3.09
Saint-Eutrope-de-Born,47,47241,3.09
Saint-Front-sur-Lémance,47,47242,3.41
Saint-Géraud,47,47245,3.09
Saint-Hilaire-de-Lusignan,47,47246,2.29
Saint-Jean-de-Duras,47,47247,3.09
Saint-Jean-de-Thurac,47,47248,2.29
Saint-Martin-Curton,47,47254,2.84
Saint-Martin-de-Beauville,47,47255,2.29
Saint-Martin-de-Villeréal,47,47256,3.09
Saint-Martin-Petit,47,47257,3.09
Saint-Maurice-de-Lestapel,47,47259,3.09
Saint-Maurin,47,47260,2.29
Saint-Nicolas-de-la-Balerme,47,47262,2.29
Saint-Pardoux-du-Breuil,47,47263,3.09
Saint-Pardoux-Isaac,47,47264,3.09
Saint-Pastour,47,47265,3.09
Saint-Pé-Saint-Simon,47,47266,2.84
Saint-Pierre-de-Buzet,47,47267,2.51
Saint-Pierre-de-Clairac,47,47269,2.29
Saint-Pierre-sur-Dropt,47,47271,3.09
Saint-Quentin-du-Dropt,47,47272,3.09
Saint-Romain-le-Noble,47,47274,2.29
Saint-Salvy,47,47275,3.09
Saint-Sauveur-de-Meilhan,47,47277,2.49
Saint-Sylvestre-sur-Lot,47,47280,3.09
Saint-Vincent-de-Lamontjoie,47,47282,2.84
Saint-Vite,47,47283,3.41
Samazan,47,47285,2.49
Sauméjan,47,47286,2.84
Saumont,47,47287,2.84
Sauvagnas,47,47288,2.29
Sauveterre-la-Lémance,47,47292,3.41
Sauveterre-Saint-Denis,47,47293,2.29
Savignac-de-Duras,47,47294,3.09
Savignac-sur-Leyze,47,47295,3.09
Ségalas,47,47296,3.09
Sembas,47,47297,3.09
Sénestis,47,47298,2.51
Sérignac-Péboudou,47,47299,3.09
Sérignac-sur-Garonne,47,47300,2.29
Seyches,47,47301,3.09
Sos,47,47302,2.84
Soumensac,47,47303,3.09
Thouars-sur-Garonne,47,47308,2.84
Tombeboeuf,47,47309,3.09
Tourliac,47,47311,3.09
Tournon-d'Agenais,47,47312,3.18
Tourtrès,47,47313,3.09
Trémons,47,47314,3.09
Trentels,47,47315,3.09
Varès,47,47316,3.09
Verteuil-d'Agenais,47,47317,3.09
Vianne,47,47318,2.84
Villebramar,47,47319,3.09
Villefranche-du-Queyran,47,47320,2.84
Villeneuve-de-Duras,47,47321,3.09
Villeréal,47,47324,3.09
Villeton,47,47325,2.51
Virazeil,47,47326,3.09
Xaintrailles,47,47327,2.84
Albas,46,46001,2.82
Alvignac,46,46003,3.09
Anglars,46,46004,3.45
Anglars-Juillac,46,46005,2.82
Anglars-Nozac,46,46006,2.67
Antignac,46,46018,4.63
Arcambal,46,46007,3.2
Arcey,46,46040,5.550000000000001
Assier,46,46009,3.26
Aujols,46,46010,3.57
Aynac,46,46012,3.23
Bach,46,46013,3.45
Bagnac-sur-Célé,46,46015,3.26
Baladou,46,46016,3.26
Barguelonne-en-Quercy,46,46263,3.24
Béduer,46,46021,3.43
Bélaye,46,46022,2.82
Belfort-du-Quercy,46,46023,3.91
Belmont-Bretenoux,46,46024,3.63
Belmont-Sainte-Foi,46,46026,3.45
Berganty,46,46027,3.45
Bessonies,46,46338,3.54
Bétaille,46,46028,3.39
Biars-sur-Cère,46,46029,2.12
Bio,46,46030,3.23
Blars,46,46031,3.52
Bouziès,46,46037,3.45
Bretenoux,46,46038,2.18
Cadrieu,46,46041,3.29
Cahus,46,46043,2.06
Caillac,46,46044,2.23
Calamane,46,46046,3.2
Calvignac,46,46049,3.45
Camboulit,46,46052,3.43
Camburat,46,46053,2.28
Carayac,46,46056,3.29
Cardaillac,46,46057,3.45
Carennac,46,46058,3.1
Carlucet,46,46059,3.35
Carnac-Rouffiac,46,46060,2.82
Castelfranc,46,46062,2.82
Castelnau-Montratier,46,46063,3.24
Cavagnac,46,46065,3.26
Cénevières,46,46068,3.45
Cerdon,46,46131,5.25
Cieurac,46,46070,3.57
Concorès,46,46072,2.71
Concots,46,46073,3.45
Corn,46,46075,3.43
Cornac,46,46076,2.12
Couzou,46,46078,3.35
Crayssac,46,46080,2.72
Crégols,46,46081,3.45
Cremps,46,46082,3.57
Cressensac-Sarrazac,46,46083,3.57
Cuzac,46,46085,2.24
Cuzance,46,46086,3.26
Dégagnac,46,46087,2.71
Douelle,46,46088,2.23
Duravel,46,46089,2.82
Durbans,46,46090,3.35
Échevannes,46,46451,5.13
Esclauzels,46,46092,3.57
Espagnac-Sainte-Eulalie,46,46093,3.26
Espédaillac,46,46094,3.35
Espère,46,46095,2.23
Espeyroux,46,46096,3.45
Estal,46,46097,2.31
Fajoles,46,46098,3.1
Faycelles,46,46100,3.12
Felzins,46,46101,3.22
Flaujac-Gare,46,46104,3.35
Flaujac-Poujols,46,46105,3.57
Floressas,46,46107,2.82
Fontanes,46,46109,3.57
Fourmagnac,46,46111,3.26
Fransèches,46,46172,7.84
Frayssinet-le-Gélat,46,46114,2.82
Frayssinhes,46,46115,3.54
Gagnac-sur-Cère,46,46117,2.39
Gigouzac,46,46119,3.45
Gindou,46,46120,2.82
Ginouillac,46,46121,3.1
Gintrac,46,46122,3.1
Girac,46,46123,1.93
Glanes,46,46124,2.04
Goujounac,46,46126,2.82
Gouzon,46,46186,6.109999999999999
Gramat,46,46128,2.44
Gréalou,46,46129,3.29
Grézels,46,46130,2.82
Issendolus,46,46132,3.23
Issepts,46,46133,3.26
La Chapelle-Baloue,46,46100,4.1
La Souterraine,46,46352,6.140000000000001
Labastide-du-Haut-Mont,46,46135,3.54
Labastide-du-Vert,46,46136,2.82
Labastide-Marnhac,46,46137,3.24
Labathude,46,46139,3.45
Laburgade,46,46140,3.57
Lacapelle-Cabanac,46,46142,3.41
Lacapelle-Marival,46,46143,3.45
Ladirat,46,46146,3.54
Lagardelle,46,46147,2.82
Lalbenque,46,46148,3.57
Lamagdelaine,46,46149,3.2
Lamothe-Cassel,46,46151,3.45
Lamothe-Fénelon,46,46152,3.1
Lanzac,46,46153,2.08
Laramière,46,46154,2.43
Larnagol,46,46155,3.45
Larroque-Toirac,46,46157,3.29
Latronquière,46,46160,3.54
Lauresses,46,46161,3.54
Lauzès,46,46162,3.2
Laval-de-Cère,46,46163,2.43
Lavercantière,46,46164,2.71
Le Bastit,46,46018,3.35
Le Bourg,46,46034,3.45
Le Grand-Bourg,46,46190,6.04
Le Roc,46,46239,3.1
Le Vignon-en-Quercy,46,46232,3.26
Lendou-en-Quercy,46,46262,3.24
Lentillac-du-Causse,46,46167,3.52
Lentillac-Saint-Blaise,46,46168,3.22
Léobard,46,46169,1.75
Les Arques,46,46008,2.82
Les Junies,46,46134,2.82
Leyme,46,46170,2.2
Limogne-en-Quercy,46,46173,3.45
Livernon,46,46176,3.26
Loubressac,46,46177,3.1
Lugagnac,46,46179,3.45
Lunan,46,46180,2.92
Lunegarde,46,46181,3.35
Luzech,46,46182,2.82
Marcoux,46,46249,5.21
Marminiac,46,46184,2.82
Martel,46,46185,3.26
Masclat,46,46186,3.1
Mayrac,46,46337,3.26
Mayrinhac-Lentour,46,46189,3.1
Mechmont,46,46190,3.45
Meyronne,46,46192,3.26
Miers,46,46193,3.1
Milhac,46,46194,3.1
Montamel,46,46196,3.45
Montbrun,46,46198,3.29
Montcléra,46,46200,2.82
Montcuq-en-Quercy-Blanc,46,46201,3.24
Montdoumerc,46,46202,3.91
Montet-et-Bouxal,46,46203,3.45
Montgesty,46,46205,2.82
Montlauzun,46,46206,3.24
Montredon,46,46207,3.54
Montvalent,46,46208,3.09
Nadaillac-de-Rouge,46,46209,3.1
Nadillac,46,46210,3.45
Noth,46,46286,5.59
Nuzéjouls,46,46211,2.72
Orniac,46,46212,3.52
Padirac,46,46213,3.1
Payrac,46,46215,3.1
Payrignac,46,46216,2.38
Pescadoires,46,46218,2.82
Pomarède,46,46222,2.82
Pontcirq,46,46223,2.82
Porte-du-Quercy,46,46033,3.24
Prayssac,46,46225,2.82
Prendeignes,46,46226,3.45
Promilhanes,46,46227,3.45
Prudhomat,46,46228,1.9
Puybrun,46,46229,1.37
Puyjourdes,46,46230,3.45
Puy-l'Évêque,46,46231,2.82
Quissac-en-Quercy,46,46233,3.35
Rampoux,46,46234,2.71
Reilhaguet,46,46236,3.1
Reyrevignes,46,46237,3.26
Rocamadour,46,46240,3.25
Rouffilhac,46,46241,3.1
Rudelle,46,46242,3.23
Rueyres,46,46243,3.23
Sabadel-Latronquière,46,46244,3.45
Sabadel-Lauzès,46,46245,3.52
Saint Géry-Vers,46,46268,3.2
Saint-Bressou,46,46249,3.45
Saint-Céré,46,46251,3.14
Saint-Chamarand,46,46253,2.71
Saint-Chels,46,46254,3.35
Saint-Cirq-Lapopie,46,46256,3.45
Saint-Cirq-Madelon,46,46257,2.14
Saint-Denis-Catus,46,46264,3.45
Saint-Denis-lès-Martel,46,46265,3.26
Saint-Georges-la-Pouge,46,46394,5.77
Saint-Germain-Beaupré,46,46398,3.84
Saint-Jean-de-Laur,46,46270,3.45
Saint-Jean-Lagineste,46,46339,2.25
Saint-Jean-Mirabel,46,46272,2.92
Saint-Laurent-les-Tours,46,46273,3.63
Saint-Martin-Labouval,46,46276,3.45
Saint-Martin-le-Redon,46,46277,3.41
Saint-Maurice-en-Quercy,46,46279,3.45
Saint-Médard-la-Rochette,46,46440,7.42
Saint-Médard-Nicourby,46,46282,3.45
Saint-Michel-de-Bannières,46,46283,3.26
Saint-Michel-Loubéjou,46,46284,2.45
Saint-Paul-de-Vern,46,46286,3.54
Saint-Pierre-Lafeuille,46,46340,3.2
Saint-Priest-la-Feuille,46,46470,6.04
Saint-Sozy,46,46293,3.26
Saint-Vincent-du-Pendit,46,46295,3.03
Saint-Yrieix-les-Bois,46,46500,6.67
Sénaillac-Latronquière,46,46302,3.54
Sénaillac-Lauzès,46,46303,3.52
Séniergues,46,46304,3.1
Sonac,46,46306,3.26
Soturac,46,46307,3.41
Soucirac,46,46308,3.1
Soulomès,46,46310,3.52
Strenquels,46,46312,3.26
Teyssieu,46,46315,1.56
Thégra,46,46317,3.1
Thémines,46,46318,3.23
Théminettes,46,46319,3.23
Tour-de-Faure,46,46320,3.45
Touzac,46,46321,3.41
Trespoux-Rassiels,46,46322,3.24
Uzech,46,46324,3.45
Varaire,46,46328,3.45
Vaylats,46,46329,3.45
Vayrac,46,46330,1.67
Viazac,46,46332,3.45
Vidaillac,46,46333,3.45
Villesèque,46,46335,3.24
Vire-sur-Lot,46,46336,1.82
Adon,45,45001,2.51
Aillant-sur-Milleron,45,45002,3.31
Andonville,45,45005,2.96
Artenay,45,45008,2.68
Aschères-le-Marché,45,45009,1.53
Ascoux,45,45010,2.07
Attray,45,45011,2.24
Audeville,45,45012,2.14
Augerville-la-Rivière,45,45013,3.08
Aulnay-la-Rivière,45,45014,1.77
Authon,45,45023,3.13
Autruy-sur-Juine,45,45015,2.68
Autry-le-Châtel,45,45016,1.95
Auvilliers-en-Gâtinais,45,45017,2.25
Barville-en-Gâtinais,45,45021,1.93
Batilly-en-Gâtinais,45,45022,1.81
Batilly-en-Puisaye,45,45023,3.13
Baule,45,45024,1.81
Bazoches-les-Gallerandes,45,45025,2.52
Beauchamps-sur-Huillard,45,45027,2.25
Beaulieu-sur-Loire,45,45029,2.88
Beaune-la-Rolande,45,45030,1.56
Boësses,45,45033,3.59
Boigny-sur-Bionne,45,45034,1.46
Boiscommun,45,45035,2.05
Boismorand,45,45036,2.44
Boisseaux,45,45037,2.96
Bondaroy,45,45038,2.83
Bonnée,45,45039,1.55
Bonny-sur-Loire,45,45040,2.55
Bordeaux-en-Gâtinais,45,45041,2.29
Bou,45,45043,1.46
Bougy-lez-Neuville,45,45044,1.76
Bouzy-la-Forêt,45,45049,1.77
Boynes,45,45050,2.57
Bray-Saint-Aignan,45,45051,1.77
Breteau,45,45052,3.13
Briare,45,45053,2.42
Canet,45,45118,4.4
Cazilhac,45,45155,5.12
Cepoy,45,45061,2.05
Cernoy-en-Berry,45,45064,2.88
Césarville-Dossainville,45,45065,2.56
Chailly-en-Gâtinais,45,45066,2.25
Chaingy,45,45067,1.72
Châlette-sur-Loing,45,45068,2.93
Chambon-la-Forêt,45,45069,1.5
Champoulet,45,45070,3.13
Chanteau,45,45072,1.46
Chantecoq,45,45073,2.06
Chapelon,45,45078,1.89
Charmont-en-Beauce,45,45080,2.63
Château-Renard,45,45083,2.67
Châtillon-le-Roi,45,45086,2.26
Châtillon-sur-Loire,45,45087,2.41
Chaussy,45,45088,2.63
Chécy,45,45089,1.46
Chevillon-sur-Huillard,45,45092,1.74
Chevilly,45,45093,2.15
Chevry-sous-le-Bignon,45,45094,2.06
Chilleurs-aux-Bois,45,45095,1.87
Chuelles,45,45097,2.06
Cléry-Saint-André,45,45098,2.75
Combleux,45,45100,1.46
Combreux,45,45101,2.31
Conflans-sur-Loing,45,45102,2.67
Corbeilles,45,45103,2.29
Corquilleroy,45,45104,2.05
Cortrat,45,45105,2.93
Coudroy,45,45107,1.96
Coulmiers,45,45109,1.89
Courcelles-le-Roi,45,45110,1.93
Courcy-aux-Loges,45,45111,2.05
Courtemaux,45,45113,2.06
Cravant,45,45116,2.18
Crottes-en-Pithiverais,45,45118,1.97
Dadonville,45,45119,2.07
Dammarie-en-Puisaye,45,45120,3.13
Dammarie-sur-Loing,45,45121,3.31
Dampierre-en-Burly,45,45122,1.34
Darvoy,45,45123,1.44
Desmonts,45,45124,3.3
Donnery,45,45126,2.09
Dordives,45,45127,2.28
Douchy-Montcorbon,45,45129,3.73
Dry,45,45130,1.36
Échilleuses,45,45131,3.59
Engenville,45,45133,1.57
Erceville,45,45135,2.96
Ervauville,45,45136,2.06
Escrennes,45,45137,2.04
Estouy,45,45139,2.5
Faverelles,45,45141,3.13
Fay-aux-Loges,45,45142,1.9
Férolles,45,45144,1.31
Foucherolles,45,45149,2.06
Fréville-du-Gâtinais,45,45150,2.05
Gémigny,45,45152,1.89
Germigny-des-Prés,45,45153,1.72
Gien,45,45155,2.18
Givraines,45,45157,2.48
Grangermont,45,45159,3.59
Greneville-en-Beauce,45,45160,3.24
Griselles,45,45161,2.06
Guigneville,45,45162,2.94
Gy-les-Nonains,45,45165,2.67
Huisseau-sur-Mauves,45,45167,1.89
Ingrannes,45,45168,2.14
Intville-la-Guétard,45,45170,2.53
Isdes,45,45171,1.5
Jargeau,45,45173,1.85
Jouy-en-Pithiverais,45,45174,3.13
La Chapelle-Saint-Sépulcre,45,45076,2.06
La Chapelle-sur-Aveyron,45,45077,2.03
La Cour-Marigny,45,45112,1.67
La Ferté-Saint-Aubin,45,45146,1.74
La Selle-en-Hermoy,45,45306,2.06
La Selle-sur-le-Bied,45,45307,2.06
Laas,45,45177,2.62
Ladon,45,45178,2.76
Lailly-en-Val,45,45179,1.36
Langesse,45,45180,2.44
Le Bardon,45,45020,1.72
Le Charme,45,45079,3.31
Léouville,45,45181,2.63
Les Choux,45,45096,2.44
Ligny-le-Ribault,45,45182,1.81
Lion-en-Beauce,45,45183,2.89
Lombreuil,45,45185,1.67
Lorcy,45,45186,2.29
Lorris,45,45187,1.96
Loury,45,45188,1.91
Louzouer,45,45189,2.06
Marcilly-en-Villette,45,45193,1.93
Mardié,45,45194,1.46
Mareau-aux-Bois,45,45195,2.31
Mareau-aux-Prés,45,45196,2.75
Marigny-les-Usages,45,45197,1.46
Marsainvilliers,45,45198,1.63
Melleroy,45,45199,2.67
Ménestreau-en-Villette,45,45200,2.17
Mérinville,45,45201,2.06
Messas,45,45202,1.81
Meung-sur-Loire,45,45203,1.32
Mézières-en-Gâtinais,45,45205,3.24
Mézières-lez-Cléry,45,45204,2.75
Mignères,45,45206,1.89
Mignerette,45,45207,1.89
Montargis,45,45208,2.93
Montbarrois,45,45209,2.05
Montbouy,45,45210,2.03
Montcresson,45,45212,2.93
Montliard,45,45215,2.05
Mormant-sur-Vernisson,45,45216,2.93
Morville-en-Beauce,45,45217,2.77
Nancray-sur-Rimarde,45,45220,1.86
Nargis,45,45222,2.51
Nesploy,45,45223,2
Neuville-aux-Bois,45,45224,1.65
Neuvy-en-Sullias,45,45226,1.54
Nevoy,45,45227,2.09
Nibelle,45,45228,2
Nogent-sur-Vernisson,45,45229,2.74
Oison,45,45231,2.35
Orléans,45,45234,1.56
Ousson-sur-Loire,45,45238,2.55
Oussoy-en-Gâtinais,45,45239,1.67
Outarville,45,45240,2.53
Ouzouer-des-Champs,45,45242,1.7
Ouzouer-sous-Bellegarde,45,45243,2.25
Ouzouer-sur-Loire,45,45244,1.73
Pannecières,45,45246,2.19
Patay,45,45248,1.81
Paucourt,45,45249,2.05
Pers-en-Gâtinais,45,45250,2.06
Pierrefitte-ès-Bois,45,45251,2.88
Pithiviers,45,45252,2.3
Pithiviers-le-Vieil,45,45253,2.29
Presnoy,45,45256,2.25
Pressigny-les-Pins,45,45257,2.06
Puiseaux,45,45258,2.07
Quiers-sur-Bezonde,45,45259,2.28
Ramoulu,45,45260,3.21
Rouvray-Sainte-Croix,45,45262,2.42
Rouvres-Saint-Jean,45,45263,2.41
Rozières-en-Beauce,45,45264,1.89
Rozoy-le-Vieil,45,45265,2.06
Ruan,45,45266,3.12
Saint-Aignan-le-Jaillard,45,45268,1.69
Saint-Benoît-sur-Loire,45,45270,1.3
Saint-Denis-de-l'Hôtel,45,45273,2.01
Saint-Denis-en-Val,45,45274,1.71
Saint-Firmin-des-Bois,45,45275,2.67
Saint-Firmin-sur-Loire,45,45276,2.53
Saint-Gondon,45,45280,1.99
Saint-Hilaire-les-Andrésis,45,45281,2.06
Saint-Hilaire-Saint-Mesmin,45,45282,2.75
Saint-Hilaire-sur-Puiseaux,45,45283,2.93
Saint-Jean-le-Blanc,45,45286,1.96
Saint-Loup-des-Vignes,45,45288,2.05
Saint-Lyé-la-Forêt,45,45289,1.58
Saint-Martin-d'Abbat,45,45290,1.72
Saint-Maurice-sur-Aveyron,45,45292,3.31
Saint-Maurice-sur-Fessard,45,45293,1.74
Saint-Péravy-la-Colombe,45,45296,2
Saint-Père-sur-Loire,45,45297,2.18
Saint-Pryvé-Saint-Mesmin,45,45298,1.98
Sandillon,45,45300,1.49
Santeau,45,45301,2.31
Savignac,45,45771,4.9399999999999995
Seichebrières,45,45305,1.48
Sennely,45,45309,1.76
Sermaises,45,45310,2.12
Solterre,45,45312,2.93
Sougy,45,45313,2.51
Sully-la-Chapelle,45,45314,2.14
Sully-sur-Loire,45,45315,2.18
Sury-aux-Bois,45,45316,2.31
Thignonville,45,45320,2.14
Thimory,45,45321,1.67
Thorailles,45,45322,2.06
Tigy,45,45324,1.74
Tivernon,45,45325,2.63
Tournoisis,45,45326,1.98
Traînou,45,45327,1.58
Treilles-en-Gâtinais,45,45328,2.58
Triguères,45,45329,2.32
Trinay,45,45330,1.6
Vabres,45,45580,5.89
Vannes-sur-Cosson,45,45331,1.95
Varennes-Changy,45,45332,1.75
Vieilles-Maisons-sur-Joudry,45,45334,1.96
Vienne-en-Val,45,45335,1.56
Viglain,45,45336,1.99
Villemandeur,45,45338,2.93
Villemoutiers,45,45339,1.74
Villemurlin,45,45340,1.96
Villevoques,45,45343,1.89
Villorceau,45,45344,2
Vimory,45,45345,1.74
Vitry-aux-Loges,45,45346,1.46
Yèvre-la-Ville,45,45348,2.48
Abbaretz,44,44001,2.14
Aigrefeuille-sur-Maine,44,44002,2.11
Ancenis-Saint-Géréon,44,44003,2.14
Assérac,44,44006,2.18
Avessac,44,44007,2.14
Basse-Goulaine,44,44009,2.04
Batz-sur-Mer,44,44010,2.18
Besné,44,44013,1.97
Billy,44,44045,4.2700000000000005
Blain,44,44015,2.14
Bouaye,44,44018,2.04
Bouée,44,44019,2.14
Bouguenais,44,44020,2.04
Bourbriac,44,44026,5.949999999999999
Boussay,44,44022,2.11
Brains,44,44024,2.04
Campbon,44,44025,2.14
Carquefou,44,44026,2.04
Casson,44,44027,2.14
Châteaubriant,44,44036,2.14
Château-Thébaud,44,44037,2.11
Châtelaudren-Plouagat,44,44412,5.6899999999999995
Chaumes-en-Retz,44,44005,2.14
Chauvé,44,44038,2.14
Chavannes,44,44155,4.78
Cheix-en-Retz,44,44039,2.14
Clisson,44,44043,2.11
Conquereuil,44,44044,2.14
Corcoué-sur-Logne,44,44156,2.14
Cordemais,44,44045,2.14
Corsept,44,44046,2.14
Couëron,44,44047,2.04
Couffé,44,44048,2.14
Crossac,44,44050,2.14
Derval,44,44051,2.14
Divatte-sur-Loire,44,44029,2.14
Donges,44,44052,1.97
Drefféac,44,44053,2.14
Erbray,44,44054,2.14
Fay-de-Bretagne,44,44056,2.14
Fégréac,44,44057,2.14
Fercé,44,44058,2.14
Frossay,44,44061,2.14
Geneston,44,44223,2.14
Gétigné,44,44063,2.11
Grand-Auverné,44,44065,2.14
Grandchamp-des-Fontaines,44,44066,2.14
Guémené-Penfao,44,44067,2.14
Guenrouet,44,44068,2.14
Guérande,44,44069,2.18
Haute-Goulaine,44,44071,2.11
Hénon,44,44158,5.1
Herbignac,44,44072,2.18
Héric,44,44073,2.14
Indre,44,44074,2.04
Issé,44,44075,2.14
Jans,44,44076,2.14
Joué-sur-Erdre,44,44077,2.14
Juigné-des-Moutiers,44,44078,2.14
La Baule-Escoublac,44,44055,2.18
La Bernerie-en-Retz,44,44012,2.14
La Boissière-du-Doré,44,44016,2.14
La Chapelle-des-Marais,44,44030,1.97
La Chapelle-Glain,44,44031,2.14
La Chapelle-Heulin,44,44032,2.14
La Chapelle-Launay,44,44033,2.14
La Chapelle-sur-Erdre,44,44035,2.04
La Chevallerais,44,44221,2.14
La Chevrolière,44,44041,2.14
La Grigonnais,44,44224,2.14
La Haie-Fouassière,44,44070,2.11
La Limouzinière,44,44083,2.14
La Marne,44,44090,2.14
La Meilleraye-de-Bretagne,44,44095,2.14
La Plaine-sur-Mer,44,44126,2.14
La Planche,44,44127,2.11
La Regrippière,44,44140,2.14
La Remaudière,44,44141,2.14
La Roche-Jaudy,44,44528,5.9
La Turballe,44,44211,2.18
Lanrelas,44,44228,5.880000000000001
Lanrodec,44,44232,5.39
Lavau-sur-Loire,44,44080,2.14
Le Bignon,44,44014,2.14
Le Cellier,44,44028,2.14
Le Croisic,44,44049,2.18
Le Gâvre,44,44062,2.14
Le Landreau,44,44079,2.14
Le Loroux-Bottereau,44,44084,2.14
Le Pallet,44,44117,2.14
Le Pellerin,44,44120,2.04
Le Pouliguen,44,44135,2.18
Le Temple-de-Bretagne,44,44203,2.14
Legé,44,44081,2.14
Les Moutiers-en-Retz,44,44106,2.14
Les Sorinières,44,44198,2.04
Les Touches,44,44205,2.14
Loireauxence,44,44213,2.14
Louisfert,44,44085,2.14
Lusanger,44,44086,2.14
Machecoul-Saint-Même,44,44087,2.14
Maisdon-sur-Sèvre,44,44088,2.11
Malville,44,44089,2.14
Marsac-sur-Don,44,44091,2.14
