Commune,Departement,Code INSEE,D204.0,Année
Nogent-sur-Marne,94,94052,,2013
Nointel,95,95452,,2013
Noiseau,94,94053,,2013
Noisiel,77,77337,,2013
Noisy-Rudignon,77,77338,2.74,2013
Noisy-le-Grand,93,93051,,2013
Noisy-le-Roi,78,78455,,2013
Noisy-le-Sec,93,93053,2.21,2013
Noisy-sur-Oise,95,95456,,2013
Noisy-sur-École,77,77339,,2013
Nonville,77,77340,,2013
Notre-Dame-de-la-Mer,78,78320,,2013
Noyen-sur-Seine,77,77341,,2013
Nozay,91,91458,,2013
Nézel,78,78451,,2013
Ocquerre,77,77343,2.74,2013
Oinville-sur-Montcient,78,78460,,2013
Oissery,77,77344,,2013
Ollainville,91,91461,,2013
Oncy-sur-École,91,91463,,2013
Orcemont,78,78464,,2013
Orgerus,78,78465,,2013
Orgeval,78,78466,,2013
Orly,94,94054,,2013
Orly-sur-Morin,77,77345,,2013
Ormesson,77,77348,2.73,2013
Ormesson-sur-Marne,94,94055,,2013
Ormoy,91,91468,,2013
Ormoy-la-Rivière,91,91469,,2013
Orphin,78,78470,,2013
Orsay,91,91471,,2013
Orsonville,78,78472,,2013
Orveau,91,91473,,2013
Orvilliers,78,78474,,2013
Osmoy,78,78475,,2013
Osny,95,95476,,2013
Othis,77,77349,,2013
Ozoir-la-Ferrière,77,77350,,2013
Ozouer-le-Voulgis,77,77352,,2013
Palaiseau,91,91477,,2013
Paley,77,77353,,2013
Pamfou,77,77354,,2013
Pantin,93,93055,2.21,2013
Paray-Douaville,78,78478,,2013
Paris,75,75056,1.65,2013
Parmain,95,95480,,2013
Paroy,77,77355,,2013
Passy-sur-Seine,77,77356,,2013
Pecqueuse,91,91482,,2013
Penchard,77,77358,,2013
Perdreauville,78,78484,,2013
Persan,95,95487,,2013
Perthes,77,77359,,2013
Pierre-Levée,77,77361,,2013
Pierrefitte-sur-Seine,93,93059,,2013
Pierrelaye,95,95488,,2013
Piscop,95,95489,,2013
Plaisir,78,78490,,2013
Plessis-Saint-Benoist,91,91495,,2013
Poigny,77,77368,,2013
Poigny-la-Forêt,78,78497,,2013
Poincy,77,77369,,2013
Poissy,78,78498,,2013
Poligny,77,77370,,2013
Pommeuse,77,77371,,2013
Pomponne,77,77372,,2013
Pontault-Combault,77,77373,,2013
Pontcarré,77,77374,,2013
Ponthévrard,78,78499,,2013
Pontoise,95,95500,,2013
Porcheville,78,78501,,2013
Presles,95,95504,,2013
Presles-en-Brie,77,77377,,2013
Pringy,77,77378,2.7,2013
Provins,77,77379,,2013
Prunay-en-Yvelines,78,78506,,2013
Prunay-le-Temple,78,78505,,2013
Prunay-sur-Essonne,91,91507,,2013
Précy-sur-Marne,77,77376,,2013
Puiselet-le-Marais,91,91508,,2013
Puiseux-Pontoise,95,95510,,2013
Puiseux-en-France,95,95509,,2013
Puisieux,77,77380,2.74,2013
Pussay,91,91511,,2013
Puteaux,92,92062,,2013
Périgny,94,94056,,2013
Quiers,77,77381,,2013
Quincy-Voisins,77,77382,,2013
Quincy-sous-Sénart,91,91514,,2013
Raizeux,78,78516,,2013
Rambouillet,78,78517,,2013
Rampillon,77,77383,4.48,2013
Rebais,77,77385,,2013
Recloses,77,77386,,2013
Remauville,77,77387,,2013
Rennemoulin,78,78518,,2013
Reuil-en-Brie,77,77388,,2013
Richarville,91,91519,,2013
Richebourg,78,78520,,2013
Ris-Orangis,91,91521,,2013
Rochefort-en-Yvelines,78,78522,,2013
Roinville,91,91525,,2013
Roinvilliers,91,91526,,2013
Roissy-en-Brie,77,77390,,2013
Roissy-en-France,95,95527,,2013
Rolleboise,78,78528,,2013
Romainville,93,93063,2.21,2013
Ronquerolles,95,95529,,2013
Rosay,78,78530,,2013
Rosny-sous-Bois,93,93064,,2013
Rosny-sur-Seine,78,78531,,2013
Rouilly,77,77391,,2013
Rouvres,77,77392,,2013
Rubelles,77,77394,2.7,2013
Rueil-Malmaison,92,92063,,2013
Rumont,77,77395,,2013
Rungis,94,94065,,2013
Rupéreux,77,77396,,2013
Réau,77,77384,,2013
Sablonnières,77,77398,,2013
Saclas,91,91533,,2013
Saclay,91,91534,,2013
Sagy,95,95535,,2013
Sailly,78,78536,,2013
Saint-Arnoult-en-Yvelines,78,78537,,2013
Saint-Aubin,91,91538,,2013
Saint-Augustin,77,77400,,2013
Saint-Barthélemy,77,77402,,2013
Saint-Brice,77,77403,,2013
Saint-Brice-sous-Forêt,95,95539,,2013
Saint-Chéron,91,91540,,2013
Saint-Cloud,92,92064,,2013
Saint-Cyr-en-Arthies,95,95543,,2013
Saint-Cyr-l'École,78,78545,,2013
Saint-Cyr-la-Rivière,91,91544,,2013
Saint-Cyr-sous-Dourdan,91,91546,,2013
Saint-Cyr-sur-Morin,77,77405,,2013
Saint-Denis,93,93066,,2013
Saint-Denis-lès-Rebais,77,77406,,2013
Saint-Escobille,91,91547,,2013
Saint-Fargeau-Ponthierry,77,77407,2.7,2013
Saint-Fiacre,77,77408,,2013
Saint-Forget,78,78548,,2013
Saint-Germain-Laval,77,77409,2.74,2013
Saint-Germain-Laxis,77,77410,2.7,2013
Saint-Germain-de-la-Grange,78,78550,,2013
Saint-Germain-en-Laye,78,78551,,2013
Saint-Germain-lès-Arpajon,91,91552,,2013
Saint-Germain-lès-Corbeil,91,91553,,2013
Saint-Germain-sous-Doue,77,77411,,2013
Saint-Germain-sur-Morin,77,77413,,2013
Saint-Germain-sur-École,77,77412,,2013
Saint-Gervais,95,95554,,2013
Saint-Gratien,95,95555,,2013
Saint-Hilaire,91,91556,,2013
Saint-Hilarion,78,78557,,2013
Saint-Hilliers,77,77414,,2013
Saint-Jean-de-Beauregard,91,91560,,2013
Saint-Jean-les-Deux-Jumeaux,77,77415,,2013
Saint-Just-en-Brie,77,77416,,2013
Saint-Lambert,78,78561,,2013
Saint-Leu-la-Forêt,95,95563,,2013
Saint-Loup-de-Naud,77,77418,,2013
Saint-Léger,77,77417,,2013
Saint-Léger-en-Yvelines,78,78562,,2013
Saint-Mammès,77,77419,,2013
Saint-Mandé,94,94067,,2013
Saint-Mard,77,77420,,2013
Saint-Mars-Vieux-Maisons,77,77421,,2013
Saint-Martin-de-Bréthencourt,78,78564,,2013
Saint-Martin-des-Champs,78,78565,,2013
Saint-Martin-du-Boschet,77,77424,,2013
Saint-Martin-du-Tertre,95,95566,,2013
Saint-Martin-en-Bière,77,77425,,2013
Saint-Martin-la-Garenne,78,78567,,2013
Saint-Maur-des-Fossés,94,94068,,2013
Saint-Maurice,94,94069,,2013
Saint-Maurice-Montcouronne,91,91568,,2013
Saint-Mesmes,77,77427,,2013
Saint-Michel-sur-Orge,91,91570,,2013
Saint-Méry,77,77426,,2013
Saint-Nom-la-Bretèche,78,78571,,2013
Saint-Ouen-en-Brie,77,77428,,2013
Saint-Ouen-l'Aumône,95,95572,,2013
Saint-Ouen-sur-Morin,77,77429,,2013
Saint-Ouen-sur-Seine,93,93070,,2013
Saint-Pathus,77,77430,,2013
Saint-Pierre-du-Perray,91,91573,,2013
Saint-Pierre-lès-Nemours,77,77431,2.73,2013
Saint-Prix,95,95574,,2013
Saint-Rémy-de-la-Vanne,77,77432,,2013
Saint-Rémy-l'Honoré,78,78576,,2013
Saint-Sauveur-lès-Bray,77,77434,,2013
Saint-Sauveur-sur-École,77,77435,,2013
Saint-Siméon,77,77436,,2013
Saint-Soupplets,77,77437,,2013
Saint-Sulpice-de-Favières,91,91578,,2013
Saint-Thibault-des-Vignes,77,77438,,2013
Saint-Vrain,91,91579,,2013
Saint-Yon,91,91581,,2013
Sainte-Aulde,77,77401,,2013
Sainte-Colombe,77,77404,,2013
Sainte-Geneviève-des-Bois,91,91549,,2013
Sainte-Mesme,78,78569,,2013
Saintry-sur-Seine,91,91577,,2013
Salins,77,77439,2.74,2013
Sammeron,77,77440,,2013
Samois-sur-Seine,77,77441,,2013
Samoreau,77,77442,,2013
Sancy,77,77443,,2013
Sancy-lès-Provins,77,77444,,2013
Sannois,95,95582,,2013
Santeuil,95,95584,,2013
Sarcelles,95,95585,,2013
Sartrouville,78,78586,,2013
Saulx-Marchais,78,78588,,2013
Saulx-les-Chartreux,91,91587,,2013
Savigny-le-Temple,77,77445,,2013
Savins,77,77446,,2013
Saâcy-sur-Marne,77,77397,,2013
Sceaux,92,92071,,2013
Seine-Port,77,77447,,2013
Sept-Sorts,77,77448,,2013
Septeuil,78,78591,2.2,2013
Seraincourt,95,95592,,2013
Sermaise,91,91593,,2013
Serris,77,77449,,2013
Seugy,95,95594,,2013
Sevran,93,93071,,2013
Signy-Signets,77,77451,,2013
Sigy,77,77452,,2013
Sivry-Courtry,77,77453,,2013
Sognolles-en-Montois,77,77454,,2013
Soignolles-en-Brie,77,77455,,2013
Soindres,78,78597,,2013
Soisy-Bouy,77,77456,,2013
Soisy-sous-Montmorency,95,95598,,2013
Soisy-sur-Seine,91,91600,,2013
Soisy-sur-École,91,91599,,2013
Solers,77,77457,,2013
Sonchamp,78,78601,,2013
Souppes-sur-Loing,77,77458,2.5,2013
Sourdun,77,77459,,2013
Souzy-la-Briche,91,91602,,2013
Stains,93,93072,,2013
Sucy-en-Brie,94,94071,,2013
Suresnes,92,92073,,2013
Sèvres,92,92072,,2013
Tacoignières,78,78605,,2013
Tancrou,77,77460,2.74,2013
Taverny,95,95607,,2013
Tessancourt-sur-Aubette,78,78609,,2013
Thiais,94,94073,,2013
Thieux,77,77462,,2013
Thiverval-Grignon,78,78615,,2013
Thoiry,78,78616,,2013
Thomery,77,77463,2.38,2013
Thorigny-sur-Marne,77,77464,,2013
Théméricourt,95,95610,,2013
Thénisy,77,77461,,2013
Tigeaux,77,77466,,2013
Tigery,91,91617,,2013
Tilly,78,78618,,2013
Torcy,77,77468,,2013
Torfou,91,91619,,2013
Touquin,77,77469,,2013
Tournan-en-Brie,77,77470,,2013
Tousson,77,77471,,2013
Toussus-le-Noble,78,78620,,2013
Trappes,78,78621,,2013
Tremblay-en-France,93,93073,,2013
Treuzy-Levelay,77,77473,,2013
Triel-sur-Seine,78,78624,,2013
Trilbardou,77,77474,,2013
Trilport,77,77475,,2013
Trocy-en-Multien,77,77476,2.74,2013
Ury,77,77477,,2013
Us,95,95625,,2013
Ussy-sur-Marne,77,77478,,2013
Vaires-sur-Marne,77,77479,,2013
Valence-en-Brie,77,77480,,2013
Vallangoujard,95,95627,,2013
Valmondois,95,95628,,2013
Valpuiseaux,91,91629,,2013
Vanves,92,92075,,2013
Vanvillé,77,77481,,2013
Varennes-Jarcy,91,91631,,2013
Varennes-sur-Seine,77,77482,2.74,2013
Varreddes,77,77483,,2013
Vaucourtois,77,77484,,2013
Vaucresson,92,92076,,2013
Vaudherland,95,95633,,2013
Vaudoy-en-Brie,77,77486,,2013
Vaugrigneuse,91,91634,,2013
Vauhallan,91,91635,,2013
Vaujours,93,93074,,2013
Vauréal,95,95637,,2013
Vaux-le-Pénil,77,77487,2.7,2013
Vaux-sur-Lunain,77,77489,,2013
Vaux-sur-Seine,78,78638,,2013
Vayres-sur-Essonne,91,91639,,2013
Vendrest,77,77490,2.74,2013
Verdelot,77,77492,,2013
Verneuil-l'Étang,77,77493,,2013
Verneuil-sur-Seine,78,78642,,2013
Vernou-la-Celle-sur-Seine,77,77494,,2013
Vernouillet,78,78643,,2013
Verrières-le-Buisson,91,91645,,2013
Versailles,78,78646,,2013
Vert,78,78647,,2013
Vert-Saint-Denis,77,77495,,2013
Vert-le-Grand,91,91648,,2013
Vert-le-Petit,91,91649,,2013
Viarmes,95,95652,,2013
Vicq,78,78653,,2013
Videlles,91,91654,,2013
Vieille-Église-en-Yvelines,78,78655,,2013
Vienne-en-Arthies,95,95656,,2013
Vieux-Champagne,77,77496,,2013
Vignely,77,77498,,2013
Vigneux-sur-Seine,91,91657,,2013
Vigny,95,95658,,2013
Villabé,91,91659,,2013
Villaines-sous-Bois,95,95660,,2013
Ville-d'Avray,92,92077,,2013
Villebon-sur-Yvette,91,91661,,2013
Villebéon,77,77500,,2013
Villeconin,91,91662,,2013
Villejuif,94,94076,,2013
Villejust,91,91666,,2013
Villemareuil,77,77505,,2013
Villemaréchal,77,77504,,2013
Villemer,77,77506,,2013
Villemoisson-sur-Orge,91,91667,,2013
Villemomble,93,93077,,2013
Villenauxe-la-Petite,77,77507,,2013
Villeneuve-Saint-Denis,77,77510,,2013
Villeneuve-la-Garenne,92,92078,,2013
Villeneuve-le-Comte,77,77508,,2013
Villeneuve-le-Roi,94,94077,,2013
Villeneuve-les-Bordes,77,77509,,2013
Villeneuve-sous-Dammartin,77,77511,,2013
Villeneuve-sur-Auvers,91,91671,,2013
Villeneuve-sur-Bellot,77,77512,,2013
Villennes-sur-Seine,78,78672,,2013
Villenoy,77,77513,,2013
Villeparisis,77,77514,,2013
Villepinte,93,93078,,2013
Villepreux,78,78674,,2013
Villeroy,77,77515,,2013
Villetaneuse,93,93079,,2013
Villette,78,78677,,2013
Villevaudé,77,77517,,2013
Villiers-Adam,95,95678,,2013
Villiers-Saint-Fréderic,78,78683,,2013
Villiers-Saint-Georges,77,77519,,2013
Villiers-en-Bière,77,77518,2.7,2013
Villiers-le-Bel,95,95680,,2013
Villiers-le-Bâcle,91,91679,,2013
Villiers-le-Mahieu,78,78681,,2013
Villiers-le-Sec,95,95682,,2013
Villiers-sur-Marne,94,94079,,2013
Villiers-sur-Morin,77,77521,,2013
Villiers-sur-Orge,91,91685,,2013
Villiers-sur-Seine,77,77522,,2013
Villuis,77,77523,,2013
Vimpelles,77,77524,,2013
Vinantes,77,77525,,2013
Vincennes,94,94080,,2013
Vincy-Manoeuvre,77,77526,2.74,2013
Viroflay,78,78686,,2013
Viry-Châtillon,91,91687,,2013
Vitry-sur-Seine,94,94081,,2013
Voinsles,77,77527,,2013
Voisenon,77,77528,2.7,2013
Voisins-le-Bretonneux,78,78688,,2013
Voulangis,77,77529,,2013
Voulton,77,77530,,2013
Voulx,77,77531,2.74,2013
Vulaines-lès-Provins,77,77532,,2013
Vulaines-sur-Seine,77,77533,,2013
Vélizy-Villacoublay,78,78640,,2013
Vémars,95,95641,,2013
Vétheuil,95,95651,,2013
Wissous,91,91689,,2013
Yerres,91,91691,,2013
Yèbles,77,77534,,2013
Écharcon,91,91204,,2013
Échouboulains,77,77164,,2013
Écouen,95,95205,,2013
Égligny,77,77167,,2013
Égly,91,91207,,2013
Égreville,77,77168,,2013
Élancourt,78,78208,,2013
Émancé,78,78209,,2013
Émerainville,77,77169,,2013
Épiais-lès-Louvres,95,95212,,2013
Épinay-Champlâtreux,95,95214,,2013
Épinay-sous-Sénart,91,91215,,2013
Épinay-sur-Orge,91,91216,,2013
Épinay-sur-Seine,93,93031,,2013
Épône,78,78217,,2013
Éragny,95,95218,,2013
Étampes,91,91223,,2013
Étiolles,91,91225,,2013
Étréchy,91,91226,,2013
Étrépilly,77,77173,2.74,2013
Évecquemont,78,78227,,2013
Évry-Courcouronnes,91,91228,,2013
Évry-Grégy-sur-Yerre,77,77175,,2013
Ézanville,95,95229,,2013
Abbéville-la-Rivière,91,91001,,2014
Ableiges,95,95002,,2014
Ablis,78,78003,,2014
Ablon-sur-Seine,94,94001,,2014
Achères,78,78005,,2014
Achères-la-Forêt,77,77001,,2014
Adainville,78,78006,,2014
Aigremont,78,78007,,2014
Aincourt,95,95008,,2014
Alfortville,94,94002,,2014
Allainville,78,78009,,2014
Amenucourt,95,95012,,2014
Amillis,77,77002,,2014
Andelu,78,78013,,2014
Andilly,95,95014,,2014
Andrezel,77,77004,,2014
Andrésy,78,78015,,2014
Angerville,91,91016,,2014
Angervilliers,91,91017,,2014
Annet-sur-Marne,77,77005,,2014
Antony,92,92002,,2014
Arbonne-la-Forêt,77,77006,,2014
Arcueil,94,94003,,2014
Argenteuil,95,95018,,2014
Argentières,77,77007,,2014
Armentières-en-Brie,77,77008,2.81,2014
Arnouville,95,95019,,2014
Arnouville-lès-Mantes,78,78020,,2014
Arpajon,91,91021,,2014
Arrancourt,91,91022,,2014
Asnières-sur-Oise,95,95026,,2014
Asnières-sur-Seine,92,92004,,2014
Athis-Mons,91,91027,,2014
Attainville,95,95028,,2014
Aubergenville,78,78029,,2014
Aubervilliers,93,93001,,2014
Aufferville,77,77011,2.75,2014
Auffreville-Brasseuil,78,78031,,2014
Augers-en-Brie,77,77012,,2014
Aulnay-sous-Bois,93,93005,,2014
Aulnay-sur-Mauldre,78,78033,,2014
Aulnoy,77,77013,,2014
Auteuil,78,78034,,2014
Authon-la-Plaine,91,91035,,2014
Autouillet,78,78036,,2014
Auvernaux,91,91037,,2014
Auvers-Saint-Georges,91,91038,,2014
Auvers-sur-Oise,95,95039,,2014
Avernes,95,95040,,2014
Avon,77,77014,,2014
Avrainville,91,91041,,2014
Baby,77,77015,,2014
Bagneaux-sur-Loing,77,77016,2.75,2014
Bagneux,92,92007,,2014
Bagnolet,93,93006,2.21,2014
Baillet-en-France,95,95042,,2014
Bailly,78,78043,,2014
Bailly-Romainvilliers,77,77018,,2014
Ballainvilliers,91,91044,,2014
Ballancourt-sur-Essonne,91,91045,,2014
Balloy,77,77019,,2014
Bannost-Villegagnon,77,77020,,2014
Barbey,77,77021,3.19,2014
Barbizon,77,77022,,2014
Barcy,77,77023,,2014
Bassevelle,77,77024,,2014
Baulne,91,91047,,2014
Bazainville,78,78048,,2014
Bazoches-lès-Bray,77,77025,,2014
Bazoches-sur-Guyonne,78,78050,,2014
Beauchamp,95,95051,,2014
Beauchery-Saint-Martin,77,77026,,2014
Beaumont-du-Gâtinais,77,77027,,2014
Beaumont-sur-Oise,95,95052,,2014
Beautheil-Saints,77,77433,,2014
Beauvoir,77,77029,,2014
Bellefontaine,95,95055,,2014
Bellot,77,77030,,2014
Belloy-en-France,95,95056,,2014
Bennecourt,78,78057,,2014
Bernay-Vilbert,77,77031,2.09,2014
Bernes-sur-Oise,95,95058,,2014
Bessancourt,95,95060,,2014
Beton-Bazoches,77,77032,,2014
Beynes,78,78062,,2014
Bezalles,77,77033,,2014
Bezons,95,95063,,2014
Bièvres,91,91064,,2014
Blandy,91,91067,,2014
Blennes,77,77035,,2014
Bobigny,93,93008,2.21,2014
Boigneville,91,91069,,2014
Boinville-en-Mantois,78,78070,,2014
Boinville-le-Gaillard,78,78071,,2014
Boinvilliers,78,78072,,2014
Bois-Colombes,92,92009,,2014
Bois-Herpin,91,91075,,2014
Bois-d'Arcy,78,78073,,2014
Bois-le-Roi,77,77037,,2014
Boisdon,77,77036,,2014
Boisemont,95,95074,,2014
Boissets,78,78076,,2014
Boissettes,77,77038,2.72,2014
Boissise-la-Bertrand,77,77039,2.72,2014
Boissise-le-Roi,77,77040,2.72,2014
Boissy-Saint-Léger,94,94004,,2014
Boissy-aux-Cailles,77,77041,,2014
Boissy-la-Rivière,91,91079,,2014
Boissy-le-Châtel,77,77042,,2014
Boissy-le-Cutté,91,91080,,2014
Boissy-le-Sec,91,91081,,2014
Boissy-sans-Avoir,78,78084,,2014
Boissy-sous-Saint-Yon,91,91085,,2014
Boitron,77,77043,,2014
Bombon,77,77044,,2014
Bondoufle,91,91086,,2014
Bondy,93,93010,2.21,2014
Bonnelles,78,78087,,2014
Bonneuil-en-France,95,95088,,2014
Bonneuil-sur-Marne,94,94011,,2014
Bouafle,78,78090,,2014
Bouffémont,95,95091,,2014
Bougival,78,78092,,2014
Boulancourt,77,77046,,2014
Bouleurs,77,77047,,2014
Boulogne-Billancourt,92,92012,,2014
Bouqueval,95,95094,,2014
Bouray-sur-Juine,91,91095,,2014
Bourdonné,78,78096,,2014
Bourg-la-Reine,92,92014,,2014
Bourron-Marlotte,77,77048,,2014
Boussy-Saint-Antoine,91,91097,,2014
Boutervilliers,91,91098,,2014
Boutigny,77,77049,,2014
Boutigny-sur-Essonne,91,91099,,2014
Bouville,91,91100,,2014
Bransles,77,77050,1.9,2014
Bray-et-Lû,95,95101,,2014
Bray-sur-Seine,77,77051,,2014
Breuil-Bois-Robert,78,78104,,2014
Breuillet,91,91105,,2014
Breux-Jouy,91,91106,,2014
Brignancourt,95,95110,,2014
Briis-sous-Forges,91,91111,2.47,2014
Brières-les-Scellés,91,91109,,2014
Brou-sur-Chantereine,77,77055,,2014
Brouy,91,91112,,2014
Brueil-en-Vexin,78,78113,,2014
Brunoy,91,91114,,2014
Bruyères-le-Châtel,91,91115,,2014
Bry-sur-Marne,94,94015,,2014
Bréançon,95,95102,,2014
Brétigny-sur-Orge,91,91103,,2014
Bréval,78,78107,2.05,2014
Buc,78,78117,,2014
Buchelay,78,78118,,2014
Bullion,78,78120,,2014
Buno-Bonnevaux,91,91121,,2014
Burcy,77,77056,,2014
Bures-sur-Yvette,91,91122,,2014
Bussières,77,77057,,2014
Bussy-Saint-Georges,77,77058,,2014
Bussy-Saint-Martin,77,77059,,2014
Buthiers,77,77060,,2014
Butry-sur-Oise,95,95120,,2014
Béhoust,78,78053,,2014
Béthemont-la-Forêt,95,95061,,2014
Cachan,94,94016,,2014
Cannes-Écluse,77,77061,3.19,2014
Carnetin,77,77062,,2014
Carrières-sous-Poissy,78,78123,,2014
Carrières-sur-Seine,78,78124,,2014
Cergy,95,95127,,2014
Cerneux,77,77066,,2014
Cerny,91,91129,,2014
Cesson,77,77067,,2014
Cessoy-en-Montois,77,77068,,2014
Chailly-en-Brie,77,77070,,2014
Chaintreaux,77,77071,,2014
Chalautre-la-Grande,77,77072,,2014
Chalautre-la-Petite,77,77073,,2014
Chalifert,77,77075,1.75,2014
Chalmaison,77,77076,,2014
Chalo-Saint-Mars,91,91130,,2014
Chalou-Moulineux,91,91131,,2014
Chamarande,91,91132,,2014
Chambourcy,78,78133,,2014
Chambry,77,77077,,2014
Chamigny,77,77078,,2014
Champagne-sur-Oise,95,95134,,2014
Champagne-sur-Seine,77,77079,,2014
Champcenest,77,77080,,2014
Champcueil,91,91135,,2014
Champdeuil,77,77081,,2014
Champeaux,77,77082,,2014
Champigny-sur-Marne,94,94017,,2014
Champlan,91,91136,,2014
Champmotteux,91,91137,,2014
Champs-sur-Marne,77,77083,,2014
Changis-sur-Marne,77,77084,,2014
Chanteloup-en-Brie,77,77085,1.75,2014
Chanteloup-les-Vignes,78,78138,,2014
Chapet,78,78140,,2014
Charenton-le-Pont,94,94018,,2014
Charmentray,77,77094,,2014
Charny,77,77095,,2014
Chars,95,95142,,2014
Chartrettes,77,77096,,2014
Chartronges,77,77097,,2014
Chatignonville,91,91145,,2014
Chatou,78,78146,,2014
Chauconin-Neufmontiers,77,77335,,2014
Chauffour-lès-Étréchy,91,91148,,2014
Chauffry,77,77106,,2014
Chaumes-en-Brie,77,77107,,2014
Chaumontel,95,95149,,2014
Chauvry,95,95151,,2014
Chavenay,78,78152,,2014
Chaville,92,92022,,2014
Chelles,77,77108,,2014
Chennevières-lès-Louvres,95,95154,,2014
Chennevières-sur-Marne,94,94019,,2014
Chenoise-Cucharmoy,77,77109,,2014
Cheptainville,91,91156,,2014
Chessy,77,77111,,2014
Chevannes,91,91159,,2014
Chevilly-Larue,94,94021,,2014
Chevrainvilliers,77,77112,2.75,2014
Chevru,77,77113,,2014
Chevry-en-Sereine,77,77115,,2014
Chilly-Mazarin,91,91161,,2014
Choisy-en-Brie,77,77116,,2014
Choisy-le-Roi,94,94022,,2014
Château-Landon,77,77099,2.82,2014
Châteaufort,78,78143,,2014
Châtenay-Malabry,92,92019,,2014
Châtenay-en-France,95,95144,,2014
Châtenay-sur-Seine,77,77101,,2014
Châtenoy,77,77102,2.75,2014
Châtillon,92,92020,,2014
Châtillon-la-Borde,77,77103,,2014
Châtres,77,77104,2.09,2014
Citry,77,77117,,2014
Civry-la-Forêt,78,78163,,2014
Clairefontaine-en-Yvelines,78,78164,,2014
Clamart,92,92023,,2014
Claye-Souilly,77,77118,,2014
Clichy,92,92024,,2014
Clichy-sous-Bois,93,93014,,2014
Clos-Fontaine,77,77119,,2014
Cocherel,77,77120,2.81,2014
Coignières,78,78168,,2014
Collégien,77,77121,,2014
Colombes,92,92025,,2014
Combs-la-Ville,77,77122,,2014
Commeny (avant 2024),95,95169,,2014
Compans,77,77123,,2014
Conches-sur-Gondoire,77,77124,,2014
Condé-Sainte-Libiaire,77,77125,,2014
Condé-sur-Vesgre,78,78171,,2014
Condécourt,95,95170,,2014
Conflans-Sainte-Honorine,78,78172,,2014
Congerville-Thionville,91,91613,,2014
Congis-sur-Thérouanne,77,77126,2.81,2014
Corbeil-Essonnes,91,91174,,2014
Corbreuse,91,91175,,2014
Cormeilles-en-Parisis,95,95176,,2014
Cormeilles-en-Vexin,95,95177,,2014
Coubert,77,77127,,2014
Coubron,93,93015,,2014
Couilly-Pont-aux-Dames,77,77128,,2014
Coulombs-en-Valois,77,77129,2.81,2014
Coulommes,77,77130,,2014
Coulommiers,77,77131,,2014
Coupvray,77,77132,,2014
Courances,91,91180,,2014
Courbevoie,92,92026,,2014
Courcelles-en-Bassée,77,77133,3.19,2014
Courchamp,77,77134,,2014
Courdimanche,95,95183,,2014
Courdimanche-sur-Essonne,91,91184,,2014
Courquetaine,77,77136,,2014
Courson-Monteloup,91,91186,,2014
Courtacon,77,77137,,2014
Courtomer,77,77138,3.97,2014
Courtry,77,77139,,2014
Coutençon,77,77140,,2014
Coutevroult,77,77141,,2014
Crespières,78,78189,,2014
Crisenoy,77,77145,,2014
Croissy-Beaubourg,77,77146,,2014
Croissy-sur-Seine,78,78190,,2014
Crosne,91,91191,,2014
Crouy-sur-Ourcq,77,77148,2.81,2014
Crèvecoeur-en-Brie,77,77144,2.09,2014
Crécy-la-Chapelle,77,77142,,2014
Crégy-lès-Meaux,77,77143,,2014
Créteil,94,94028,,2014
Cuisy,77,77150,,2014
Cély,77,77065,,2014
D'Huison-Longueville,91,91198,,2014
Dagny,77,77151,,2014
Dammarie-les-Lys,77,77152,2.72,2014
Dammartin-en-Goële,77,77153,,2014
Dammartin-en-Serve,78,78192,,2014
Dammartin-sur-Tigeaux,77,77154,,2014
Dampmart,77,77155,,2014
Dannemarie,78,78194,,2014
Dannemois,91,91195,,2014
Darvault,77,77156,2.75,2014
Davron,78,78196,,2014
Deuil-la-Barre,95,95197,,2014
Dhuisy,77,77157,2.81,2014
Diant,77,77158,,2014
Domont,95,95199,,2014
Donnemarie-Dontilly,77,77159,,2014
Doue,77,77162,,2014
Dourdan,91,91200,,2014
Douy-la-Ramée,77,77163,2.81,2014
Drancy,93,93029,,2014
Drocourt,78,78202,,2014
Dugny,93,93030,,2014
Eaubonne,95,95203,,2014
Ecquevilly,78,78206,,2014
Enghien-les-Bains,95,95210,,2014
Ennery,95,95211,,2014
Ermont,95,95219,,2014
Esbly,77,77171,,2014
Esmans,77,77172,3.19,2014
Everly,77,77174,,2014
Faremoutiers,77,77176,,2014
Favières,77,77177,,2014
Favrieux,78,78231,,2014
Faÿ-lès-Nemours,77,77178,2.75,2014
Ferrières-en-Brie,77,77181,1.75,2014
Feucherolles,78,78233,,2014
Flacourt,78,78234,,2014
Fleury-Mérogis,91,91235,,2014
Fleury-en-Bière,77,77185,,2014
Flexanville,78,78236,,2014
Flins-Neuve-Église,78,78237,,2014
Flins-sur-Seine,78,78238,,2014
Follainville-Dennemont,78,78239,,2014
Fontaine-Fourches,77,77187,,2014
Fontaine-la-Rivière,91,91240,,2014
Fontaine-le-Port,77,77188,,2014
Fontainebleau,77,77186,,2014
Fontains,77,77190,,2014
Fontenailles,77,77191,,2014
Fontenay-Mauvoisin,78,78245,,2014
Fontenay-Saint-Père,78,78246,,2014
Fontenay-Trésigny,77,77192,1.74,2014
Fontenay-aux-Roses,92,92032,,2014
Fontenay-en-Parisis,95,95241,,2014
Fontenay-le-Fleury,78,78242,,2014
Fontenay-le-Vicomte,91,91244,,2014
Fontenay-lès-Briis,91,91243,,2014
