DPT de la commune,D102.0,Année
91,,2017
77,2.34,2017
92,1.97,2017
77,2.51,2017
94,,2017
95,1.97,2017
77,4.41,2017
77,2.24,2017
95,2.34,2017
78,2.99,2017
91,4.09,2017
91,,2017
95,,2017
92,2.08,2017
91,1.97,2017
95,2.63,2017
78,2.99,2017
93,1.97,2017
77,3.6,2017
78,2.99,2017
77,,2017
93,1.97,2017
78,2.99,2017
77,,2017
78,2.07,2017
91,1.65,2017
78,2.07,2017
91,3.35,2017
91,3.35,2017
95,1.97,2017
95,,2017
77,2.51,2017
91,4.09,2017
77,,2017
77,3.6,2017
92,1.97,2017
93,,2017
95,2.63,2017
78,2.52,2017
77,1.99,2017
91,,2017
91,3.35,2017
77,,2017
77,,2017
77,1.84,2017
77,2.51,2017
77,,2017
77,,2017
91,3.35,2017
78,2.07,2017
77,,2017
78,2.07,2017
95,1.97,2017
77,,2017
77,1.97,2017
95,,2017
77,,2017
77,4.41,2017
95,2.14,2017
77,,2017
78,,2017
77,2.07,2017
95,,2017
95,1.97,2017
77,,2017
78,2.07,2017
77,,2017
95,1.97,2017
91,1.97,2017
91,4.41,2017
77,4.61,2017
93,,2017
91,,2017
78,2.99,2017
78,2.6,2017
78,2.07,2017
92,2.08,2017
91,,2017
78,2.52,2017
77,2.51,2017
77,,2017
95,1.85,2017
78,19.66,2017
77,,2017
77,,2017
77,,2017
94,,2017
77,2.51,2017
91,,2017
77,,2017
91,,2017
91,,2017
78,2.07,2017
91,3.35,2017
77,,2017
77,4.41,2017
91,2.85,2017
93,,2017
78,,2017
95,2.34,2017
94,,2017
78,2.99,2017
95,2.63,2017
78,2.52,2017
77,2.69,2017
77,,2017
92,1.97,2017
91,3.35,2017
78,3.67,2017
92,1.97,2017
77,2.51,2017
91,,2017
91,1.65,2017
77,,2017
91,3.35,2017
91,,2017
77,2.94,2017
95,,2017
77,,2017
78,2.99,2017
91,4.09,2017
91,3.35,2017
95,,2017
91,,2017
91,,2017
77,1.97,2017
91,,2017
78,2.99,2017
91,,2017
91,4.09,2017
94,1.97,2017
95,2.9,2017
91,4.09,2017
78,,2017
78,2.52,2017
78,2.99,2017
78,,2017
91,3.35,2017
77,3.74,2017
91,,2017
77,,2017
77,2.32,2017
77,2.32,2017
77,2.69,2017
95,1.97,2017
78,2.07,2017
95,1.97,2017
94,,2017
77,1.84,2017
77,2.32,2017
78,2.99,2017
78,,2017
95,1.85,2017
77,,2017
91,3.35,2017
77,2.85,2017
77,,2017
77,,2017
77,2.94,2017
77,,2017
77,,2017
77,2.83,2017
77,,2017
91,,2017
91,,2017
91,3.35,2017
78,1.93,2017
77,,2017
77,,2017
95,2.73,2017
77,2.77,2017
77,,2017
91,3.35,2017
77,4.41,2017
77,4.41,2017
94,1.97,2017
91,,2017
91,,2017
77,2.01,2017
77,,2017
77,2.83,2017
78,2.99,2017
78,2.99,2017
94,1.97,2017
77,,2017
77,,2017
95,2.9,2017
77,4.41,2017
77,,2017
91,2.6,2017
78,,2017
77,,2017
91,,2017
77,,2017
77,4.41,2017
95,,2017
95,1.97,2017
78,2.52,2017
92,1.97,2017
77,1.97,2017
95,2.03,2017
94,1.97,2017
77,,2017
91,4.09,2017
77,1.99,2017
91,3.35,2017
94,,2017
77,3.6,2017
77,,2017
77,4.61,2017
91,,2017
77,,2017
94,1.97,2017
77,2.81,2017
78,2.52,2017
92,1.97,2017
77,,2017
77,3.6,2017
92,1.97,2017
77,4.41,2017
77,2.07,2017
77,,2017
78,19.66,2017
78,2.6,2017
92,1.97,2017
77,2.34,2017
92,1.97,2017
93,1.97,2017
77,2.83,2017
77,2.24,2017
78,2.52,2017
77,2.32,2017
92,2.08,2017
77,2.85,2017
95,,2017
77,2.34,2017
77,2.32,2017
77,,2017
78,3.67,2017
95,,2017
78,2.99,2017
91,,2017
77,2.24,2017
91,2.85,2017
91,2.6,2017
95,1.97,2017
95,2.9,2017
77,4.41,2017
93,1.97,2017
77,,2017
77,2.24,2017
77,,2017
77,,2017
77,1.99,2017
91,,2017
92,2.08,2017
77,1.84,2017
77,,2017
95,1.85,2017
91,3.35,2017
77,2.45,2017
91,,2017
77,,2017
77,3.84,2017
77,2.32,2017
77,,2017
77,,2017
78,1.93,2017
77,4.41,2017
77,2.01,2017
78,,2017
91,,2017
77,2.24,2017
77,2.07,2017
77,,2017
77,,2017
94,,2017
77,2.03,2017
77,2.51,2017
91,3.35,2017
77,,2017
77,,2017
77,2.03,2017
78,,2017
77,,2017
77,2.32,2017
78,2.51,2017
91,,2017
77,3.6,2017
78,1.93,2017
95,1.97,2017
77,2.24,2017
77,4.61,2017
95,1.97,2017
77,,2017
77,,2017
91,,2017
77,2.24,2017
93,1.97,2017
78,2.99,2017
93,1.97,2017
95,1.97,2017
78,2.99,2017
95,1.97,2017
95,2.14,2017
95,1.97,2017
77,,2017
77,1.84,2017
77,,2017
77,,2017
77,2.13,2017
78,2.99,2017
77,3.6,2017
77,2.83,2017
78,1.93,2017
78,2.99,2017
91,4.09,2017
77,2.51,2017
78,2.07,2017
78,2.57,2017
78,2.99,2017
78,2.99,2017
77,,2017
91,,2017
77,4.41,2017
77,2.51,2017
77,,2017
77,2.83,2017
78,2.99,2017
78,2.99,2017
77,2.71,2017
92,1.97,2017
78,2.52,2017
91,3.35,2017
91,,2017
94,1.97,2017
77,,2017
77,1.84,2017
91,,2017
95,2.14,2017
77,4.41,2017
95,1.97,2017
78,,2017
94,,2017
77,2.34,2017
77,3.74,2017
95,1.83,2017
95,,2017
95,2.9,2017
95,1.97,2017
77,,2017
77,,2017
77,4.41,2017
93,1.97,2017
78,2.99,2017
78,2.07,2017
78,2.07,2017
78,2.07,2017
78,2.07,2017
92,2.52,2017
77,2.25,2017
78,2.99,2017
95,2.34,2017
77,4.63,2017
78,3.67,2017
92,2.08,2017
94,,2017
77,,2017
77,2.24,2017
77,,2017
91,,2017
77,,2017
91,3.35,2017
91,,2017
91,,2017
78,,2017
95,2.34,2017
77,,2017
78,2.07,2017
93,1.97,2017
78,2.99,2017
77,2.32,2017
95,,2017
78,3.67,2017
77,2.83,2017
77,,2017
78,19.66,2017
77,,2017
77,2.45,2017
91,2.85,2017
77,4.41,2017
77,,2017
95,1.97,2017
78,2.07,2017
77,1.84,2017
77,2.32,2017
78,2.99,2017
78,2.99,2017
91,4.09,2017
77,4.41,2017
91,3.35,2017
91,,2017
78,2.99,2017
77,,2017
78,2.52,2017
77,,2017
95,2.9,2017
78,2.99,2017
78,2.99,2017
77,,2017
95,1.97,2017
78,3.67,2017
77,,2017
77,,2017
78,,2017
78,1.97,2017
95,1.83,2017
77,2.51,2017
95,2.14,2017
77,,2017
91,1.97,2017
77,2.24,2017
77,,2017
78,2.99,2017
92,1.97,2017
91,3.35,2017
77,,2017
94,,2017
77,2.34,2017
77,2.24,2017
78,2.99,2017
91,3.35,2017
91,,2017
77,,2017
94,1.97,2017
77,2.32,2017
77,,2017
78,2.07,2017
78,2.99,2017
78,1.97,2017
77,,2017
95,1.85,2017
77,,2017
77,2.03,2017
78,2.99,2017
77,,2017
91,1.97,2017
78,2.99,2017
94,1.97,2017
95,2.73,2017
78,,2017
93,1.97,2017
78,3.67,2017
77,1.84,2017
78,2.52,2017
78,2.6,2017
77,,2017
77,,2017
77,,2017
77,,2017
95,2.41,2017
77,2.51,2017
93,1.97,2017
78,2.99,2017
91,3.35,2017
77,,2017
77,,2017
91,,2017
91,,2017
95,1.97,2017
92,2.08,2017
77,3.01,2017
77,1.84,2017
77,,2017
78,3.67,2017
77,2.07,2017
77,3.73,2017
91,4.09,2017
94,2.55,2017
78,2.07,2017
95,,2017
77,,2017
77,,2017
77,,2017
78,2.52,2017
91,,2017
95,1.83,2017
77,2.32,2017
78,2.99,2017
77,2.09,2017
91,3.35,2017
95,2.14,2017
77,1.84,2017
95,2.9,2017
93,,2017
93,1.97,2017
78,2.52,2017
77,4.41,2017
91,2.85,2017
95,2.9,2017
94,,2017
77,2.03,2017
78,2.07,2017
78,1.97,2017
77,,2017
91,,2017
78,,2017
95,,2017
78,2.07,2017
94,1.97,2017
77,2.32,2017
95,1.97,2017
95,2.14,2017
77,2.24,2017
91,4.09,2017
92,1.97,2017
94,2.55,2017
77,,2017
77,2.03,2017
78,,2017
93,,2017
93,1.97,2017
78,3.67,2017
78,2.99,2017
78,2.07,2017
91,,2017
77,2.51,2017
78,,2017
78,1.93,2017
78,3.67,2017
77,2.07,2017
78,2.52,2017
78,2.07,2017
91,,2017
93,,2017
78,1.97,2017
77,,2017
78,2.07,2017
78,2.99,2017
77,,2017
93,1.97,2017
91,,2017
77,4.41,2017
77,,2017
77,2.83,2017
91,3.35,2017
77,,2017
91,4.09,2017
92,1.97,2017
77,2.85,2017
78,2.99,2017
94,,2017
78,,2017
77,4.41,2017
91,,2017
91,,2017
91,2.85,2017
77,4.41,2017
77,2.45,2017
95,2.14,2017
93,1.97,2017
77,,2017
77,,2017
77,2.24,2017
77,2.01,2017
91,,2017
78,2.57,2017
77,2.03,2017
91,4.09,2017
95,,2017
77,,2017
78,2.6,2017
77,4.61,2017
77,,2017
78,2.52,2017
77,,2017
77,3.67,2017
77,,2017
95,,2017
77,,2017
78,2.07,2017
77,4.41,2017
95,2.63,2017
78,2.99,2017
95,2.41,2017
77,1.99,2017
78,2.07,2017
77,,2017
77,,2017
77,,2017
77,,2017
94,1.97,2017
78,,2017
91,3.35,2017
92,1.97,2017
94,,2017
78,2.99,2017
78,2.99,2017
77,2.03,2017
77,,2017
91,,2017
78,2.07,2017
78,,2017
78,2.07,2017
78,2.07,2017
77,,2017
95,1.97,2017
95,2.9,2017
77,2.71,2017
95,2.14,2017
78,,2017
92,2.52,2017
91,,2017
77,,2017
91,4.09,2017
77,1.84,2017
77,2.24,2017
91,1.97,2017
91,,2017
78,2.07,2017
77,,2017
78,1.85,2017
77,2.03,2017
78,2.52,2017
77,2.24,2017
77,,2017
77,,2017
77,,2017
77,,2017
77,,2017
91,3.35,2017
95,1.83,2017
95,1.85,2017
91,,2017
77,,2017
92,1.97,2017
78,2.99,2017
78,2.07,2017
91,,2017
78,2.07,2017
77,1.84,2017
77,2.34,2017
78,3.67,2017
91,,2017
77,4.41,2017
95,2.63,2017
77,2.85,2017
91,3.35,2017
78,2.58,2017
91,,2017
77,,2017
78,2.07,2017
78,2.99,2017
77,,2017
77,,2017
77,,2017
77,,2017
77,1.84,2017
77,,2017
78,,2017
93,1.97,2017
78,2.07,2017
91,,2017
77,2.03,2017
77,,2017
77,,2017
78,2.52,2017
77,,2017
95,1.97,2017
77,3.01,2017
91,,2017
95,1.97,2017
77,1.84,2017
95,1.97,2017
95,1.97,2017
77,,2017
93,,2017
92,1.97,2017
77,,2017
95,2.63,2017
77,2.83,2017
78,1.93,2017
77,3.01,2017
91,,2017
77,2.19,2017
91,4.09,2017
91,2.85,2017
77,2.07,2017
77,,2017
77,,2017
95,2.27,2017
77,,2017
78,2.99,2017
95,2.9,2017
77,2.03,2017
77,2.03,2017
77,,2017
78,1.93,2017
78,2.99,2017
95,1.97,2017
91,1.65,2017
77,,2017
95,1.97,2017
78,2.07,2017
78,2.99,2017
78,2.99,2017
91,3.35,2017
77,2.85,2017
77,2.9,2017
77,2.69,2017
77,2.87,2017
92,2.08,2017
77,,2017
77,,2017
77,2.03,2017
78,2.07,2017
78,2.07,2017
78,,2017
77,3.6,2017
95,2.63,2017
77,2.13,2017
93,1.97,2017
95,2.9,2017
93,1.97,2017
92,1.97,2017
95,1.85,2017
94,1.97,2017
95,2.27,2017
94,,2017
77,2.01,2017
77,1.84,2017
93,1.97,2017
78,2.52,2017
93,,2017
95,,2017
77,2.51,2017
77,3.8,2017
78,,2017
77,,2017
91,,2017
78,2.99,2017
77,2.24,2017
78,2.99,2017
77,2.03,2017
91,4.09,2017
91,,2017
78,2.6,2017
78,2.07,2017
78,1.93,2017
94,,2017
77,,2017
77,3.6,2017
94,,2017
91,3.35,2017
91,,2017
78,2.6,2017
91,,2017
78,2.6,2017
91,3.35,2017
78,19.66,2017
78,2.07,2017
95,1.85,2017
77,2.03,2017
77,2.55,2017
77,4.41,2017
91,1.97,2017
77,4.61,2017
77,4.41,2017
93,,2017
78,2.6,2017
75,1.79,2017
95,2.73,2017
77,,2017
77,,2017
91,,2017
77,,2017
78,2.99,2017
95,,2017
77,2.51,2017
77,,2017
93,1.97,2017
95,1.97,2017
95,1.97,2017
78,2.52,2017
91,1.65,2017
77,,2017
78,3.67,2017
77,,2017
78,2.99,2017
77,2.94,2017
77,,2017
77,2.32,2017
77,2.55,2017
77,2.55,2017
78,2.6,2017
95,1.85,2017
78,2.99,2017
95,2.27,2017
77,2.45,2017
77,,2017
77,,2017
78,2.6,2017
78,2.07,2017
91,3.35,2017
77,,2017
91,,2017
95,1.85,2017
77,2.24,2017
91,,2017
92,1.97,2017
94,,2017
77,3.57,2017
77,,2017
91,,2017
78,3.67,2017
78,,2017
77,,2017
77,,2017
77,2.51,2017
77,2.94,2017
78,2.52,2017
77,,2017
91,1.65,2017
78,2.07,2017
91,2.85,2017
78,2.6,2017
91,,2017
91,,2017
77,2.55,2017
78,2.99,2017
93,,2017
95,3.63,2017
78,2.07,2017
93,1.97,2017
78,2.99,2017
77,,2017
77,2.03,2017
77,,2017
92,2.08,2017
77,3.74,2017
94,1.97,2017
77,,2017
77,2.85,2017
77,,2017
91,,2017
91,,2017
95,,2017
78,2.99,2017
78,2.6,2017
91,,2017
77,,2017
77,,2017
77,,2017
95,1.97,2017
91,,2017
92,2.52,2017
95,,2017
78,2.52,2017
91,,2017
91,,2017
77,,2017
93,1.97,2017
77,,2017
91,1.65,2017
77,,2017
77,,2017
78,2.07,2017
77,1.84,2017
77,,2017
78,2.07,2017
78,,2017
91,4.09,2017
91,2.85,2017
77,,2017
77,,2017
77,2.51,2017
95,2.41,2017
95,1.97,2017
91,,2017
78,3.67,2017
77,,2017
91,,2017
77,,2017
77,,2017
78,2.07,2017
95,1.97,2017
77,,2017
77,,2017
78,3.67,2017
77,3.01,2017
94,1.97,2017
77,2.03,2017
77,,2017
78,2.6,2017
78,2.07,2017
77,,2017
95,2.63,2017
77,2.51,2017
78,2.99,2017
94,1.97,2017
94,1.97,2017
91,,2017
77,2.03,2017
91,4.09,2017
77,4.41,2017
78,1.93,2017
77,2.83,2017
95,1.85,2017
77,,2017
93,1.97,2017
77,2.03,2017
91,2.85,2017
77,3.6,2017
95,1.97,2017
77,,2017
78,2.07,2017
77,,2017
77,2.51,2017
77,,2017
77,,2017
91,3.35,2017
77,2.32,2017
91,3.35,2017
91,3.35,2017
77,,2017
77,,2017
91,4.09,2017
78,2.6,2017
91,2.85,2017
77,1.84,2017
77,,2017
77,2.51,2017
77,2.51,2017
77,,2017
77,,2017
95,1.97,2017
95,2.9,2017
95,1.97,2017
78,1.97,2017
78,2.07,2017
91,,2017
77,2.85,2017
77,,2017
77,,2017
92,1.97,2017
77,1.97,2017
77,,2017
78,,2017
95,,2017
91,,2017
77,1.99,2017
95,,2017
93,1.97,2017
77,,2017
77,,2017
77,4.41,2017
77,,2017
77,4.41,2017
78,2.99,2017
77,,2017
95,1.97,2017
91,2.85,2017
91,,2017
77,4.41,2017
78,2.6,2017
77,2.68,2017
77,,2017
91,,2017
93,1.97,2017
94,,2017
92,2.08,2017
92,1.97,2017
78,2.07,2017
77,2.24,2017
95,1.97,2017
78,2.99,2017
94,1.97,2017
77,2.03,2017
78,2.52,2017
78,2.07,2017
77,2.78,2017
77,2.32,2017
95,,2017
77,,2017
77,,2017
91,2.85,2017
78,2.57,2017
77,2.01,2017
91,,2017
77,,2017
77,2.45,2017
77,2.51,2017
78,2.52,2017
78,2.52,2017
93,2.34,2017
77,3.24,2017
78,2.99,2017
77,,2017
77,,2017
77,2.24,2017
77,2.51,2017
95,,2017
77,,2017
77,1.97,2017
77,4.41,2017
95,1.83,2017
95,1.97,2017
91,,2017
92,1.97,2017
77,,2017
91,2.76,2017
77,1.84,2017
77,,2017
77,,2017
92,2.52,2017
77,3.66,2017
91,,2017
91,,2017
93,1.97,2017
95,1.85,2017
77,,2017
77,4.61,2017
78,2.99,2017
91,3.35,2017
77,2.24,2017
77,,2017
77,,2017
78,2.99,2017
77,2.77,2017
78,2.99,2017
91,1.97,2017
78,2.52,2017
78,2.99,2017
77,2.85,2017
91,3.35,2017
91,3.35,2017
95,,2017
78,2.07,2017
91,,2017
78,2.07,2017
95,2.21,2017
77,,2017
77,,2017
91,,2017
95,,2017
91,2.85,2017
92,2.52,2017
91,,2017
77,4.61,2017
91,,2017
94,1.97,2017
91,,2017
77,,2017
77,4.61,2017
77,2.31,2017
91,4.09,2017
93,1.97,2017
77,,2017
77,2.13,2017
92,2.08,2017
77,2.13,2017
94,1.97,2017
77,,2017
77,2.03,2017
91,3.35,2017
77,,2017
78,1.93,2017
77,,2017
77,1.97,2017
93,2.34,2017
78,2.52,2017
77,,2017
93,1.97,2017
78,,2017
77,2.32,2017
95,1.97,2017
78,2.07,2017
77,,2017
77,,2017
95,1.97,2017
91,,2017
78,2.07,2017
94,1.97,2017
77,,2017
91,4.09,2017
77,,2017
77,,2017
77,,2017
77,2.03,2017
94,1.97,2017
77,2.24,2017
78,1.97,2017
91,,2017
94,,2017
77,4.41,2017
77,,2017
78,2.52,2017
77,,2017
77,,2017
77,1.84,2017
77,,2017
77,2.51,2017
78,1.97,2017
95,2.03,2017
95,3.21,2017
91,1.97,2017
91,,2017
77,,2017
91,3.35,2017
77,4.41,2017
95,1.97,2017
77,,2017
91,4.09,2017
77,2.94,2017
78,2.52,2017
78,3.67,2017
77,2.01,2017
95,2.03,2017
91,,2017
91,,2017
93,1.97,2017
78,2.99,2017
95,1.85,2017
91,,2017
91,2.85,2017
91,,2017
77,2.24,2017
78,2.99,2017
91,2.85,2017
77,4.41,2017
91,,2018
95,,2018
78,2.59,2018
94,2.19,2018
78,3.14,2018
77,2.77,2018
78,3.79,2018
78,1.95,2018
95,,2018
94,1.97,2018
78,2.59,2018
95,,2018
77,,2018
78,2.1,2018
95,1.97,2018
77,,2018
78,3.14,2018
91,,2018
91,,2018
77,2.41,2018
92,1.97,2018
77,2.77,2018
94,2.19,2018
95,1.97,2018
77,4.25,2018
77,2.27,2018
95,2.41,2018
78,3.14,2018
91,4.02,2018
91,,2018
95,,2018
92,2.07,2018
91,2.19,2018
95,2.69,2018
78,3.14,2018
93,1.97,2018
77,3.55,2018
78,3.14,2018
77,,2018
93,1.97,2018
78,3.14,2018
77,,2018
78,2.1,2018
91,1.72,2018
78,2.1,2018
91,2.98,2018
91,2.98,2018
95,1.97,2018
95,,2018
77,2.77,2018
91,4.02,2018
77,,2018
77,3.55,2018
92,1.97,2018
93,,2018
95,2.69,2018
78,5.6,2018
77,2.0,2018
91,,2018
91,2.98,2018
77,,2018
77,,2018
77,1.84,2018
77,2.77,2018
77,,2018
77,,2018
91,2.98,2018
78,2.1,2018
77,,2018
78,2.1,2018
95,1.97,2018
77,,2018
77,2.03,2018
95,,2018
77,,2018
77,4.25,2018
95,2.41,2018
77,,2018
78,,2018
77,2.13,2018
95,,2018
95,1.97,2018
77,,2018
78,2.1,2018
77,,2018
95,1.97,2018
91,1.97,2018
91,4.25,2018
77,3.48,2018
93,,2018
91,2.2,2018
78,3.14,2018
78,2.59,2018
78,2.1,2018
92,2.07,2018
91,,2018
78,5.6,2018
77,2.77,2018
77,,2018
95,2.06,2018
78,,2018
77,,2018
77,,2018
77,,2018
94,,2018
77,2.77,2018
91,,2018
77,2.4,2018
91,,2018
91,,2018
78,2.1,2018
91,2.98,2018
77,,2018
77,4.25,2018
91,2.82,2018
93,,2018
78,,2018
95,2.41,2018
94,,2018
78,3.14,2018
95,2.69,2018
78,5.6,2018
77,2.71,2018
77,,2018
92,1.97,2018
91,2.98,2018
78,3.79,2018
92,1.97,2018
77,2.77,2018
91,,2018
91,1.72,2018
77,,2018
91,2.98,2018
91,,2018
77,2.92,2018
95,,2018
77,,2018
78,3.14,2018
91,4.02,2018
91,2.98,2018
95,,2018
91,2.8,2018
91,,2018
77,1.97,2018
91,,2018
78,3.14,2018
91,,2018
91,4.02,2018
94,1.97,2018
95,3.16,2018
91,4.02,2018
78,,2018
78,5.6,2018
78,3.14,2018
78,,2018
91,2.98,2018
77,3.99,2018
91,,2018
77,,2018
77,2.3,2018
77,2.3,2018
77,2.71,2018
95,1.97,2018
78,2.1,2018
95,1.97,2018
94,2.19,2018
77,1.84,2018
77,2.3,2018
78,3.14,2018
78,,2018
95,2.06,2018
77,,2018
91,2.98,2018
77,2.82,2018
77,,2018
77,,2018
77,2.92,2018
77,,2018
77,,2018
77,2.76,2018
77,,2018
91,,2018
91,,2018
91,2.98,2018
78,1.95,2018
77,,2018
77,2.4,2018
95,2.92,2018
77,2.62,2018
77,,2018
91,2.98,2018
77,4.25,2018
77,4.25,2018
94,1.97,2018
91,,2018
91,,2018
77,2.01,2018
77,2.4,2018
77,2.76,2018
78,3.14,2018
78,3.14,2018
94,1.97,2018
77,,2018
77,,2018
95,3.16,2018
77,4.25,2018
77,,2018
91,2.59,2018
78,,2018
77,,2018
91,,2018
77,2.4,2018
77,4.25,2018
95,,2018
95,1.97,2018
78,5.6,2018
92,1.97,2018
77,1.97,2018
95,2.01,2018
94,1.97,2018
77,,2018
91,4.02,2018
77,2.0,2018
91,2.98,2018
94,2.19,2018
77,3.55,2018
77,,2018
77,3.48,2018
91,,2018
77,,2018
94,2.19,2018
77,2.57,2018
78,5.6,2018
92,1.97,2018
77,,2018
77,3.55,2018
92,1.97,2018
77,4.25,2018
77,2.13,2018
77,2.4,2018
78,,2018
78,2.59,2018
92,1.97,2018
77,2.41,2018
92,1.97,2018
93,1.97,2018
77,2.9,2018
77,2.27,2018
78,5.6,2018
77,2.3,2018
92,2.07,2018
77,2.82,2018
95,,2018
77,2.41,2018
77,2.3,2018
77,,2018
78,3.79,2018
95,,2018
78,3.14,2018
91,,2018
77,2.27,2018
91,2.82,2018
91,2.59,2018
95,1.97,2018
95,3.16,2018
77,4.25,2018
93,1.97,2018
77,,2018
77,2.27,2018
77,,2018
77,2.4,2018
77,2.0,2018
91,2.2,2018
92,2.07,2018
77,1.84,2018
77,,2018
95,2.06,2018
91,2.98,2018
77,2.45,2018
91,,2018
77,,2018
77,4.11,2018
77,2.3,2018
77,,2018
77,2.4,2018
78,1.95,2018
77,4.25,2018
77,2.01,2018
78,,2018
91,,2018
77,2.27,2018
77,2.13,2018
77,,2018
77,,2018
94,,2018
77,2.01,2018
77,2.77,2018
91,2.98,2018
77,,2018
77,,2018
77,2.01,2018
78,,2018
77,,2018
77,2.3,2018
78,2.51,2018
91,2.2,2018
77,3.55,2018
78,1.95,2018
95,1.97,2018
77,2.27,2018
77,3.48,2018
95,1.97,2018
77,,2018
77,,2018
91,,2018
77,2.27,2018
93,1.97,2018
78,3.14,2018
93,1.97,2018
95,1.97,2018
78,3.14,2018
95,1.97,2018
95,2.38,2018
95,1.97,2018
77,,2018
77,1.84,2018
77,,2018
77,,2018
77,,2018
78,3.14,2018
77,3.55,2018
77,2.76,2018
78,1.95,2018
78,3.14,2018
91,4.02,2018
77,2.77,2018
78,2.1,2018
78,2.61,2018
78,3.14,2018
78,3.14,2018
77,,2018
91,,2018
77,4.25,2018
77,2.77,2018
77,,2018
77,2.9,2018
78,3.14,2018
78,3.14,2018
77,2.77,2018
92,1.97,2018
78,5.6,2018
91,2.98,2018
91,,2018
94,1.97,2018
77,,2018
77,1.84,2018
91,,2018
95,2.41,2018
77,4.25,2018
95,1.97,2018
78,,2018
94,2.19,2018
77,2.41,2018
77,3.99,2018
95,2.01,2018
95,,2018
95,3.16,2018
95,1.97,2018
77,,2018
77,,2018
77,4.25,2018
93,1.97,2018
78,3.14,2018
78,2.1,2018
78,2.1,2018
78,2.1,2018
78,2.1,2018
92,5.6,2018
77,2.21,2018
78,3.14,2018
95,2.41,2018
77,5.24,2018
78,3.79,2018
92,2.07,2018
94,2.19,2018
77,,2018
77,2.27,2018
77,,2018
91,,2018
77,,2018
91,2.98,2018
91,,2018
91,,2018
78,,2018
95,2.41,2018
77,,2018
78,2.1,2018
93,1.97,2018
78,3.14,2018
77,2.3,2018
95,,2018
78,3.79,2018
77,2.9,2018
77,,2018
78,,2018
77,,2018
77,2.45,2018
91,2.82,2018
77,4.25,2018
77,,2018
95,1.97,2018
78,2.1,2018
77,1.84,2018
77,2.3,2018
78,3.14,2018
78,3.14,2018
91,4.02,2018
77,4.25,2018
91,2.98,2018
91,,2018
78,3.14,2018
77,,2018
78,5.6,2018
77,,2018
95,3.16,2018
78,3.14,2018
78,3.14,2018
77,2.4,2018
95,1.97,2018
78,3.79,2018
77,,2018
77,,2018
78,,2018
78,1.97,2018
95,2.01,2018
77,2.77,2018
95,2.38,2018
77,,2018
91,1.97,2018
77,2.27,2018
77,,2018
78,3.14,2018
92,1.97,2018
91,2.98,2018
77,,2018
94,2.19,2018
77,2.41,2018
77,2.27,2018
78,3.14,2018
91,2.98,2018
91,,2018
77,,2018
94,1.97,2018
77,2.3,2018
77,2.4,2018
78,2.1,2018
78,3.14,2018
78,1.97,2018
77,,2018
95,2.06,2018
77,,2018
77,2.01,2018
78,3.14,2018
77,,2018
91,2.19,2018
78,3.14,2018
94,2.19,2018
95,2.92,2018
78,,2018
93,1.97,2018
78,3.79,2018
77,1.84,2018
78,5.6,2018
78,2.59,2018
77,,2018
77,,2018
77,,2018
77,,2018
95,2.38,2018
77,2.77,2018
93,1.97,2018
78,3.14,2018
91,2.98,2018
77,,2018
77,2.4,2018
91,,2018
91,,2018
95,1.97,2018
92,2.07,2018
77,3.01,2018
77,1.84,2018
77,,2018
78,3.79,2018
77,2.13,2018
77,3.78,2018
91,4.02,2018
94,2.52,2018
78,2.1,2018
95,,2018
77,,2018
77,,2018
77,,2018
78,5.6,2018
91,,2018
95,2.01,2018
77,2.3,2018
78,3.14,2018
77,1.87,2018
91,2.98,2018
95,2.41,2018
77,1.84,2018
95,3.16,2018
93,,2018
93,1.97,2018
78,5.6,2018
77,4.25,2018
91,2.82,2018
95,3.16,2018
94,2.19,2018
77,2.01,2018
78,2.1,2018
78,1.97,2018
77,,2018
91,,2018
78,,2018
95,,2018
78,2.1,2018
94,1.97,2018
77,2.3,2018
95,1.97,2018
95,2.41,2018
77,2.27,2018
91,4.02,2018
92,1.97,2018
94,2.52,2018
77,,2018
77,2.01,2018
78,,2018
93,,2018
93,1.97,2018
78,3.79,2018
78,3.14,2018
78,2.1,2018
91,,2018
77,2.77,2018
78,,2018
78,1.95,2018
78,3.79,2018
77,2.13,2018
78,5.6,2018
78,2.1,2018
91,,2018
93,,2018
78,1.97,2018
77,,2018
78,2.1,2018
78,3.14,2018
77,,2018
93,1.97,2018
91,,2018
77,4.25,2018
77,,2018
77,2.76,2018
91,2.98,2018
77,,2018
91,4.02,2018
92,1.97,2018
77,2.82,2018
78,3.14,2018
94,,2018
78,,2018
77,4.25,2018
91,,2018
91,,2018
91,2.82,2018
77,4.25,2018
77,2.45,2018
95,2.38,2018
93,1.97,2018
77,,2018
77,,2018
77,2.27,2018
77,2.01,2018
91,,2018
78,2.61,2018
77,2.01,2018
91,4.02,2018
95,,2018
77,,2018
78,2.59,2018
77,3.48,2018
77,,2018
78,5.6,2018
77,,2018
77,3.78,2018
77,2.4,2018
95,,2018
77,,2018
78,2.1,2018
77,4.25,2018
95,2.69,2018
78,3.14,2018
95,2.38,2018
77,2.0,2018
78,2.1,2018
77,,2018
77,,2018
77,,2018
77,,2018
94,1.97,2018
78,,2018
91,2.98,2018
92,1.97,2018
94,,2018
78,3.14,2018
78,3.14,2018
77,2.01,2018
77,,2018
91,,2018
78,2.1,2018
78,,2018
78,2.1,2018
78,2.1,2018
77,,2018
